O $a$ ,O $c$ ,Al $a$ ,Al $c$ ,Ca $a$ ,Ca $b$ ,K $a$ ,K $b$ ,Mg $a$ ,Mg $c$ ,S $a$ ,S $b$ ,Si $a$ ,Si $c$ ,Th $a$ ,Th $c$ ,U $a$ ,U $b$
-8.080335112755228089e-01,4.194141860876231220e+01,-3.121939662668141491e+00,8.575127406477365355e+01,2.008767842917373037e-01,-1.601025151968158025e+04,-3.728179353571641208e-01,-6.068129064830496645e+03,-3.434669999828220632e+00,8.193884855795118938e+01,2.998651923107113593e+00,-6.525459932836808548e+03,-2.725748906149666695e+00,1.216196882440304421e+02,-8.754602295276223245e+00,3.834865367914800345e+02,3.226081117566518497e+00,-1.487591886350535060e+04
