O $a$ ,O $b$ ,O $c$ ,Al $a$ ,Al $b$ ,Al $c$ ,Ca $a$ ,Ca $b$ ,Ca $c$ ,K $a$ ,K $b$ ,K $c$ ,Mg $a$ ,Mg $b$ ,Mg $c$ ,S $a$ ,S $b$ ,S $c$ ,Si $a$ ,Si $b$ ,Si $c$ ,Th $a$ ,Th $b$ ,Th $c$ ,U $a$ ,U $b$ ,U $c$
-7.304916785447338468e-01,-1.616156578616433421e+02,3.954167079702296661e+01,-1.570804004984845070e+00,-5.832398639056111278e+03,8.374821172492444532e+01,-3.391564986503867729e-01,-1.578922675623705800e+04,4.038095132808526699e+01,-9.369775093967551705e-01,-4.989627536300157772e+03,2.505632096612731274e+01,-1.978651460009462237e+00,-5.747433959493545444e+03,8.357743347525770616e+01,2.067541034544229994e+00,-4.779075163609784795e+03,3.809025827158947664e+01,-2.214903979685170388e+00,-1.039383460930692991e+03,1.056360618950514407e+02,-6.561993518715514284e+00,-4.268728007467741918e+03,3.057388272499320578e+02,8.808802212686945854e-01,-1.030215980356611362e+04,8.053914451737342972e+01
