O $a$ ,O $b$ ,O O ,O Al ,O Mg ,O S ,O Si ,O Th ,O U ,Fe AlO1.5 ,Fe CaO ,Fe KO0.5 ,Fe Ssil ,Fe SiO2 ,Fe ThO2 ,Al $a$ ,Al Al ,Ca $a$ ,Ca $b$ ,Ca Ssil ,Ca SiO2 ,Ca ThO2 ,Ca UO ,K $a$ ,K $b$ ,K K ,K SiO2 ,Mg $a$ ,Mg SiO2 ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S U ,S SiO2 ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,U $a$ ,U $b$
-2.008254652425908032e-02,1.152086102290962311e-01,6.572800788023719365e-02,2.781854522840867400e-02,-2.365478235815661988e-03,7.395012992615475345e-03,-2.794173078032773094e-02,-4.042997801416527842e-02,-5.670740962347288298e-03,-4.059797805967144124e-02,8.993963485115754608e-01,3.657058614965001675e-02,-9.978370099676803218e-02,-1.169218127393401585e-01,1.291527162531805051e-01,1.590716372868780648e-01,-1.173057243697912897e-03,3.992553223119285066e-01,-8.367774275788921745e-01,5.361941722305088032e-01,1.000000000000000222e+00,4.440411975571303960e-01,4.565996865027395213e-01,1.275900826604058624e-01,-1.784359934002944792e-01,5.959321130912372672e-02,2.145612648502793207e-01,1.373279888647016833e-01,2.819491358124402991e-01,1.028799343580375641e-02,2.631301215559417664e-02,-2.236332578251064643e-02,-1.207763182526903553e-02,4.302680758617763446e-02,3.287567287967955174e-04,5.879464709050206267e-02,1.946664414859336902e-04,-2.351076714946950807e-01,7.334395130725472611e-02,2.376254998863130616e-02,-2.913330575474879294e-02,1.872962247726792789e-02,-3.472539652609236277e-02,-1.626743886783384510e-02,-1.498957479831389446e-03,-2.240525914863549309e-02
2.353508948395737280e-02,-6.512297168305727912e-02,3.217625581434115783e-02,6.567451419856892847e-02,-1.709068011360886929e-02,7.050296077150157957e-03,-3.259090577032233271e-03,3.237100529630719814e-01,-1.103765862046691970e-02,8.258427605470841648e-02,4.961750906322399679e-01,1.374356261379054978e-01,-1.124581247845851950e-01,5.397451670075494728e-02,2.625966877885116957e-01,1.902921876963094283e-01,-3.224280731008381112e-02,1.507201183308676806e-01,-3.626711266601375661e-01,2.529110823271077946e-01,4.440411975571195713e-01,1.000000000000000000e+00,3.048516895361829127e-01,1.393713826519515399e-02,-4.659296467268363162e-02,1.010425789378886774e-02,1.073257929810911004e-01,1.076299703383256784e-01,1.797183803266859045e-02,-1.457729739645027660e-02,5.912458683662695502e-02,2.310554761239175248e-02,-1.543009872013547702e-02,5.383322149800487399e-02,-1.953104637097668236e-03,-6.757862482915059921e-02,-4.228599929942021551e-02,4.470137833236333819e-02,2.698164830152184959e-02,4.781183017975172700e-02,-2.921373464366268657e-01,1.758428999086626351e-02,3.714173110078843321e-01,-4.543667567039932909e-01,-6.298925670792435844e-03,1.070192970328526227e-02
2.597966371278800229e-02,-7.062834034573711728e-02,2.721917799542435470e-02,6.713359800809773348e-02,-1.298525271453515248e-02,1.230494802628960202e-02,1.754708158444345453e-02,-8.258214840534022771e-02,2.018619216779756476e-01,1.043408733439883523e-01,4.853870388300630667e-01,6.579005273599881909e-02,-1.149179973881409716e-02,4.780654091794014210e-02,2.241828167195793475e-01,1.796777169534462537e-01,-3.967710866446141904e-02,1.762381242330248454e-01,-3.825179197824601363e-01,2.835628431971071173e-01,4.565996865027150964e-01,3.048516895361882972e-01,1.000000000000000000e+00,3.656965020008475648e-02,-9.817538327801120235e-03,1.438006628996600644e-02,5.317060692162970531e-02,1.257223284238749017e-01,-1.771167047531023789e-02,-1.496575782511212066e-02,2.477520475362377655e-02,1.628627307338592275e-02,-8.159021057931349630e-03,1.514418576021911607e-02,-1.605663073500350480e-02,-2.238669341648988689e-02,-3.646548895171716070e-02,5.233074485413380383e-02,1.770020386950003910e-02,2.407728543828137942e-03,-1.074267055194561976e-01,-1.995295327563147425e-01,-8.377993093222954601e-02,7.035347699399160937e-02,2.620067789039104422e-01,-4.063274139707883092e-01
-8.710877678274919766e-02,1.433536071401084466e-01,-2.185199282902139731e-02,-2.271583240465355549e-02,2.059038008750355836e-02,-5.981131651350128642e-02,-6.367989659812967052e-02,-1.101092862250204439e-02,3.151888066662665577e-02,-3.735516753050666106e-02,1.049564480441906450e-01,-4.733737730164599977e-01,1.755125025984537873e-02,-1.074124968855731665e-01,-1.503680457876082135e-02,-8.363630577364290775e-02,8.533143559547245538e-04,8.948052380883583790e-02,-1.363372417800789993e-01,9.311000755926784889e-02,1.275900826604161875e-01,1.393713826519432653e-02,3.656965020008375727e-02,1.000000000000000000e+00,-3.723489080562273901e-01,2.912312965989960478e-01,-3.261233132204099383e-01,-4.641097909055317411e-02,9.939489185140018557e-02,3.586634478381679758e-03,-5.197051240029326724e-02,-2.580479462829661161e-02,-2.177228652725175795e-02,-4.497982132727440518e-02,8.271314498182805869e-03,9.692788011968418715e-02,2.214365075314087255e-03,-1.128639096700708860e-01,4.024082611087570482e-02,6.099108012316416770e-03,7.315380391657996199e-04,-5.231745360224814706e-03,-2.491576082137284681e-02,1.443847848952782694e-03,3.600228098905337067e-03,-2.244903544088468900e-02
8.834528242486987260e-02,-3.019847741464498636e-01,-4.045572444500448311e-02,7.905437744563008351e-02,8.759990266214798954e-03,7.709081750197903371e-02,9.738481841794680016e-02,-8.633175435052393987e-02,3.409166770303645889e-03,1.507659954571234084e-01,-6.327170029350087654e-02,-3.931666478480185245e-01,4.330164273466566294e-01,3.415120914000518426e-01,2.319682290217398024e-02,1.774493865179699870e-01,-4.841359151365115521e-02,-5.329045409604165479e-02,1.367502295294681369e-01,5.134976935753793326e-02,-1.784359934003231229e-01,-4.659296467265388458e-02,-9.817538327821295069e-03,-3.723489080562097375e-01,1.000000000000000222e+00,5.313932774775719653e-02,-6.943296339614196677e-01,1.075642180358585415e-01,-3.459152125644596731e-01,3.537212774609086591e-02,-2.547270979389826273e-01,7.187544463682598965e-03,5.938825780993305103e-02,-2.089526480844563217e-01,9.532072693369414776e-03,2.564288455663860655e-01,-9.166832197407651095e-02,4.184462732352237091e-01,-9.710861208638237041e-02,-2.742888527155110112e-02,-1.648119009500778887e-01,-8.852408293251447235e-02,-1.204342922475645505e-01,2.017520064494197629e-01,-4.643711791502003888e-02,1.143449606660217055e-01
-5.721265712384452327e-03,3.843129667840954056e-02,9.862748156416384360e-03,-2.063616803646323161e-02,7.653363393280375113e-03,-3.950472169072442689e-03,-1.597198919737602418e-02,-4.476957940344672079e-03,1.251547525531434418e-02,-1.104489206830756576e-01,6.034960694864304614e-02,-1.199483440737062478e-01,2.396290575951347517e-03,-1.246357044308070254e-02,3.054880963457328943e-03,-9.272885008775497498e-03,3.100291980178849355e-02,3.382580096836469014e-02,-5.923650586296926729e-02,4.204454615419389585e-02,5.959321130912906272e-02,1.010425789378770027e-02,1.438006628997023223e-02,2.912312965989998781e-01,5.313932774776046475e-02,1.000000000000000000e+00,-9.533574902746948243e-02,-1.816233202501105551e-02,8.502267251166457929e-02,1.469925933017381461e-02,-4.120942889604212872e-02,-1.752270043815135764e-02,-5.352086222800055137e-03,-2.671499658407811700e-02,4.448859986842101412e-03,7.699173601395316313e-02,2.923540842694864490e-03,-5.558943001260437805e-02,1.108231880816082501e-03,2.596389813933763085e-02,-2.996390387989337524e-03,4.410911381428726276e-03,-1.132469694671426816e-02,2.141808557820681393e-03,2.873018515524839692e-04,-2.720379667247656633e-03
1.263771800009833891e-02,1.180492228211851707e-01,6.868259654960111316e-02,-3.632245614163098768e-02,-2.991399264276728767e-02,-3.288563964798869865e-02,-3.129367776777240706e-02,9.508688320693288454e-02,-2.337947683852654654e-02,-1.127840723709902515e-01,1.251108330248666689e-01,7.813120617326081430e-01,-3.700160523162012161e-01,-9.718635775963481438e-02,-4.173054158912503642e-02,-1.113280509602305145e-03,4.086395252014909940e-02,3.129191047188609187e-02,-1.357169061930448284e-01,-4.966273965159045956e-02,2.145612648502862874e-01,1.073257929810551847e-01,5.317060692164466557e-02,-3.261233132204207075e-01,-6.943296339614066781e-01,-9.533574902746308477e-02,1.000000000000000000e+00,-6.163249648562174610e-02,3.573340028464328522e-01,-3.931903419456377752e-02,2.879350586718463223e-01,1.029095859631098129e-03,-4.999763136037668754e-02,2.219532753265719416e-01,-1.545054207706992797e-02,-2.848070515312750572e-01,1.460213319320791993e-02,-2.622825988248666529e-01,9.429092512494979816e-02,7.947645214878111541e-03,1.422100752973260440e-01,8.009829525720306431e-02,1.356047494589341651e-01,-1.742888930756869292e-01,4.163774190294550204e-02,-6.499859667452846657e-02
6.618916043984884867e-02,-1.644287292218535312e-01,-5.037032681270030982e-02,6.835751406895484994e-02,6.220328951738162138e-01,3.420344718272591011e-01,2.216909130348498902e-01,-4.750928077187315662e-02,-2.184776923554879874e-02,2.165077671769675138e-01,1.906295242668480383e-01,5.457086440248438280e-02,1.351966463963389931e-01,8.806959691288374081e-02,3.943547985775215647e-02,1.499449602397505965e-01,-6.126722142931487897e-02,4.808041805823102394e-02,-1.122172322269083394e-01,9.404775586819978661e-02,1.373279888646884717e-01,1.076299703383436501e-01,1.257223284238644101e-01,-4.641097909054149595e-02,1.075642180358623717e-01,-1.816233202500913690e-02,-6.163249648562980215e-02,1.000000000000000222e+00,-3.225937874009094930e-01,-4.362541811364823580e-02,1.879072691316834368e-02,1.446142948145763829e-01,-4.052997870280029835e-02,-2.281538870937436028e-02,-3.308153711276082178e-03,-8.887306555188567714e-02,5.363127011990977133e-02,1.832713679531225714e-01,-5.578105866689601205e-02,-8.656971221635893776e-02,-6.641172712277057522e-02,-3.529575759258386791e-02,-4.304820518928646061e-02,7.896293593072799266e-02,-1.953924282859918760e-02,3.822943051494218092e-02
-6.044967889317447163e-02,4.009709121621805039e-01,9.329190481885371589e-02,-1.681556870210714205e-01,4.934711237143074754e-03,-5.008135936201012217e-02,-1.928110737944394304e-01,8.095573163189925814e-02,5.337356149052017301e-02,-5.657058509336811980e-01,1.237378082706684507e-01,-5.042907607502621070e-02,-3.108267606133309768e-01,-1.382086239011488249e-01,-7.791017365819639939e-02,-1.834753244434488562e-01,1.582374266560548359e-01,1.220788019504073507e-01,-2.361281058614468353e-01,5.794011127117895676e-02,2.819491358124592839e-01,1.797183803262052473e-02,-1.771167047527926267e-02,9.939489185137484473e-02,-3.459152125644562870e-01,8.502267251165776529e-02,3.573340028464450091e-01,-3.225937874009055517e-01,1.000000000000000000e+00,1.067337420115067742e-01,-3.004000306429028405e-02,-1.408681132775063960e-01,-5.674215605857850682e-03,2.398027165745096612e-02,8.029504370662451929e-03,2.557457896532219221e-01,-1.027222793837184456e-01,-5.588296580648884904e-01,2.399044224594209518e-01,1.799224673742434444e-01,1.327047531391047086e-01,8.611738486691350447e-02,8.563510538618139545e-02,-1.758670875874148443e-01,4.646535085803768506e-02,-7.790511219472202875e-02
-1.902312603953703468e-02,6.718062928611934215e-02,9.821412566392757199e-03,-2.590165317984886861e-02,1.007067136847596784e-03,1.183019175041121057e-01,-2.612902879209056881e-02,5.567872037635136946e-03,2.459297146415733316e-04,-1.047335442113573878e-01,-9.163840254499990012e-03,-5.934482252705972072e-02,1.660333244355404999e-03,-2.887496969643045530e-02,3.970488692063682545e-02,-2.785399360253688200e-02,3.138867385785917147e-02,5.141582229289873990e-03,-1.092205562645791848e-02,1.500031167220041428e-01,1.028799343581672868e-02,-1.457729739647957955e-02,-1.496575782513056077e-02,3.586634478413316344e-03,3.537212774603620130e-02,1.469925933017787560e-02,-3.931903419456754534e-02,-4.362541811367549177e-02,1.067337420115463398e-01,1.000000000000000222e+00,-8.372771367651778984e-01,-8.275925350863287955e-01,6.106737267155317728e-01,6.302652009176016451e-03,8.109604934009133348e-03,1.720745666656717798e-01,4.520935638763547149e-02,-9.867385145588086770e-02,-1.022836514345094872e-02,8.891368539668326187e-02,5.527132174687244409e-03,4.448971456750271634e-03,2.450913461483003597e-03,-1.571916039773362667e-02,-7.986522372490817076e-03,2.636674982009199961e-03
6.477877324574051604e-03,-2.981413289080814613e-02,-3.099697918221025472e-03,1.675726138443948965e-02,-4.849990373017850319e-03,-1.079888600794774445e-01,-2.669593800306248321e-02,7.036111982846171564e-02,2.614864108081150704e-02,6.803264583696004564e-02,1.393959160345932882e-02,2.651971370877860834e-01,-3.534678723722221028e-01,1.398415175463296918e-02,-4.756010454832913792e-02,2.630516470785680683e-02,-1.671534339290216276e-02,-3.233017566158000178e-03,-6.975419601518064588e-03,-2.956912033206840484e-01,2.631301215559057882e-02,5.912458683665052644e-02,2.477520475364972802e-02,-5.197051240031921177e-02,-2.547270979389305579e-01,-4.120942889604436998e-02,2.879350586718494864e-01,1.879072691319939523e-02,-3.004000306433338152e-02,-8.372771367651835606e-01,1.000000000000000222e+00,6.804460668137854995e-01,-5.147647907535011225e-01,3.449097551065181122e-01,-1.382776119822207335e-02,-6.262375068098023911e-01,2.259331236034927987e-03,2.833665046248953073e-02,-2.244084670019586697e-02,-1.011553344146407796e-01,1.180534523896243498e-01,6.752160995631967255e-02,9.432899371963214541e-02,-9.106394637992887287e-02,6.040298976262539754e-02,-6.458896527963442491e-02
5.568093194270839347e-02,-8.293132256248901546e-02,-1.073192020450767364e-02,1.885923114835479780e-02,2.981460335839902429e-02,2.321532156685132131e-01,5.823297834888076924e-02,-9.539044416354759042e-04,1.746929167199838973e-03,1.043419682308311669e-01,5.922071779803889102e-03,5.407729936923384717e-02,-4.392180254455114313e-02,3.275136905059863879e-02,-1.175846365867029564e-02,3.606498216261651985e-02,-2.841726343262133275e-02,-9.282713444399171704e-03,1.975456517571867396e-02,-1.693814279022862190e-01,-2.236332578252604036e-02,2.310554761241699617e-02,1.628627307339935645e-02,-2.580479462832541149e-02,7.187544463720470581e-03,-1.752270043815622874e-02,1.029095859643267647e-03,1.446142948145975049e-01,-1.408681132775379541e-01,-8.275925350863239105e-01,6.804460668137785051e-01,1.000000000000000000e+00,-3.529200901103236587e-01,-2.183081608081235275e-02,-6.175572744294922402e-03,-1.670980126089483264e-01,5.753017940418210345e-03,9.059645411659146552e-02,-1.617036463842732794e-02,-4.129646696688187707e-02,1.119982182372303466e-02,4.782699566481089098e-03,7.009421317707805431e-03,7.393018608577920162e-03,1.003892372536253734e-02,-4.521730675568657286e-03
-3.234573250217791934e-02,2.680651873973032701e-02,-4.243297240824073398e-03,-3.196328023239144132e-03,-1.019898538924710919e-02,8.295308773427798044e-02,-1.564186060214267648e-02,3.300683529110919577e-03,-9.331780167268051429e-03,-7.075179234366061297e-03,-2.642327265798305805e-02,-4.263905981586470217e-02,7.313072205090838385e-02,-7.147086354053729454e-03,4.758814135298054804e-02,-5.408468578102554151e-03,4.007268126277861026e-03,-7.717506230613614855e-03,1.144027486753434672e-02,1.939136891998451129e-01,-1.207763182527120741e-02,-1.543009872015234894e-02,-8.159021057946490296e-03,-2.177228652723023003e-02,5.938825780991610626e-02,-5.352086222797021106e-03,-4.999763136039784422e-02,-4.052997870281249693e-02,-5.674215605850574384e-03,6.106737267155292193e-01,-5.147647907534990130e-01,-3.529200901103226595e-01,9.999999999999997780e-01,7.361565526508805080e-02,4.096330874643593252e-03,1.217477160470347708e-01,6.450488262914425008e-02,-3.444071117195235399e-02,-4.819606804728564925e-02,3.631868450784050961e-02,-1.877714941174193214e-02,-1.504606048854969201e-02,-1.176950158996998685e-03,2.057535898877433517e-03,-1.628032374262800008e-02,1.568432116996986911e-02
-3.448725464820821124e-02,4.078111413680917535e-02,-1.171093533652348140e-02,-6.950520038897321090e-03,2.335200080782316549e-03,-3.326516171772803121e-02,-6.749761654958817692e-02,8.289792437975415651e-02,3.564439704406577314e-02,-4.499518531532182425e-02,-4.687217520595453497e-03,2.241608951249171311e-01,-4.403646106195122645e-01,-2.084646814724731845e-02,2.833260350139638756e-02,5.529701404533861851e-04,1.799591464774182720e-02,2.914634968016398958e-03,-2.062740019977047506e-02,-1.525230211596995400e-01,4.302680758620714557e-02,5.383322149801787748e-02,1.514418576024286964e-02,-4.497982132727488397e-02,-2.089526480844432210e-01,-2.671499658407576125e-02,2.219532753265708314e-01,-2.281538870935768265e-02,2.398027165743617933e-02,6.302652009161604368e-03,3.449097551065301026e-01,-2.183081608080141359e-02,7.361565526508270785e-02,1.000000000000000000e+00,-8.218997588851598146e-03,-5.217738485536064230e-01,1.744712661727265135e-01,-1.059408376165416332e-01,-1.357366555359391103e-01,1.014923875591030172e-01,1.401826469412591480e-01,8.863916377404974789e-02,1.086356556826394981e-01,-1.215824415791076224e-01,6.463065261670312978e-02,-7.784680864933407607e-02
-9.070288283216463437e-04,3.702218135567085944e-03,-1.360230440004654056e-03,-2.982042297553704618e-03,1.841214852070660211e-03,8.380962604581690097e-04,-1.319500739193111378e-03,-4.808420243910475900e-03,2.702719411338286304e-01,-1.722906943174626337e-02,-1.168317669465312906e-05,-1.852332884471339161e-02,7.382284041326082555e-03,6.340796842712352263e-04,6.853407815863062601e-03,-1.602204951221340061e-03,4.411955355609646287e-03,1.595628833009510089e-03,-1.447464020671637231e-03,3.438856375690637138e-03,3.287567287633675586e-04,-1.953104637121089388e-03,-1.605663073501163371e-02,8.271314498197346321e-03,9.532072693413023989e-03,4.448859986843629703e-03,-1.545054207712773763e-02,-3.308153711272754545e-03,8.029504370631672730e-03,8.109604934009131613e-03,-1.382776119823450091e-02,-6.175572744292745324e-03,4.096330874645958547e-03,-8.218997588864133258e-03,1.000000000000000000e+00,1.543390424991235646e-02,3.791908017818759139e-03,-6.524591351745423311e-03,-4.526969001775489089e-03,2.146712499845828195e-03,-6.511093879544525669e-03,3.563586224242491496e-01,-6.578539521709165887e-03,5.216828928111564775e-03,2.858515916371768273e-01,-1.687775762215777964e-01
-9.020438808134381009e-03,1.032652349711627449e-01,2.649172270479654978e-02,-5.265200371316047789e-02,5.130532911747438980e-03,-6.934366603235073839e-03,1.710339385711827712e-02,-1.037051152644986041e-01,-3.244537089443175898e-02,-1.823960038576257492e-01,4.602989055953041891e-02,-3.547800275591701524e-01,5.081371897003725824e-01,-4.148877863041375291e-02,1.073192622559006500e-02,-6.720810637186200309e-02,4.507895978651926122e-02,5.012796701833473895e-02,-7.139185087696676979e-02,2.335169422855831178e-01,5.879464709050307575e-02,-6.757862482916801583e-02,-2.238669341649371716e-02,9.692788011968614392e-02,2.564288455663742972e-01,7.699173601395128963e-02,-2.848070515312816631e-01,-8.887306555190276069e-02,2.557457896532475683e-01,1.720745666656681716e-01,-6.262375068097956188e-01,-1.670980126089433304e-01,1.217477160470331055e-01,-5.217738485536003168e-01,1.543390424990522848e-02,1.000000000000000000e+00,-7.654216832110562196e-02,-1.291782478753493724e-01,1.242274895616615610e-01,1.506328078848202523e-01,-1.689446525266689314e-01,-9.369811906992740747e-02,-1.385250442315523745e-01,1.173480749763268910e-01,-8.107539248383065222e-02,8.339534751168456439e-02
-6.968433081702297971e-02,1.674517724153369858e-01,-2.224940224838567807e-02,-6.791093669842385161e-02,3.443496297975531112e-02,7.904725234443125970e-02,6.331300913478497827e-02,2.148568910903887741e-02,3.750363305803730476e-03,-1.752683202492575087e-01,-2.185363736087068270e-02,1.241044722596101359e-02,-1.928074762103829110e-01,-2.882847593032402678e-01,4.099509111748761425e-02,-1.426393557533166268e-01,6.444523889360938285e-02,9.001004488821852736e-03,-1.594528422396242553e-02,-7.930402174137870380e-03,1.946664415204161168e-04,-4.228599929940753815e-02,-3.646548895169834242e-02,2.214365075310344589e-03,-9.166832197407974447e-02,2.923540842695403555e-03,1.460213319321464372e-02,5.363127011991605103e-02,-1.027222793837138937e-01,4.520935638757057895e-02,2.259331236096243957e-03,5.753017940470685730e-03,6.450488262910840376e-02,1.744712661727354230e-01,3.791908017825544944e-03,-7.654216832112396840e-02,9.999999999999997780e-01,-6.141802441156377634e-01,-8.043425145766145423e-01,1.513504445004797139e-01,6.557096417743304984e-02,4.609220847270423249e-02,3.005258353206091693e-02,-7.707642092117802934e-02,1.359638397677508798e-02,-6.689074223861708746e-02
1.804907637263694076e-01,-6.186382430704272517e-01,-5.536444673413112166e-02,2.067724861778416079e-01,-3.043436518879298960e-02,1.085863945537192572e-02,1.338830517850410073e-01,-5.816493977307550522e-02,-1.741122987207965531e-02,5.032396395451468329e-01,-5.736069216824370848e-02,8.788130646828511139e-02,4.588433202811293965e-01,7.181914615457130058e-01,-2.505300957296172776e-02,4.403135848202697211e-01,-1.526728405762928786e-01,-1.235786035309950626e-01,2.283383035358991786e-01,-6.987888803396315185e-02,-2.351076714947442359e-01,4.470137833238092134e-02,5.233074485408834020e-02,-1.128639096700256028e-01,4.184462732352120518e-01,-5.558943001259704364e-02,-2.622825988248891349e-01,1.832713679531063344e-01,-5.588296580648772771e-01,-9.867385145572682426e-02,2.833665046233424523e-02,9.059645411646452540e-02,-3.444071117187562370e-02,-1.059408376165753563e-01,-6.524591351778702246e-03,-1.291782478752808716e-01,-6.141802441156241077e-01,9.999999999999998890e-01,2.219627020973664877e-01,-1.710423682629181041e-01,-1.712484906186706735e-01,-1.046214314084298047e-01,-7.733826702622151328e-02,2.424890883454685619e-01,-3.501129832346875498e-02,1.698942656901380743e-01
-1.165085162657293442e-02,1.209413289741073927e-01,7.886892509436203846e-02,4.931983741831028924e-03,-3.087604607453203406e-02,-1.663351987903064627e-02,1.346560442423383464e-01,1.956421857378003865e-02,-8.036477880245238015e-03,1.264731135169470944e-01,4.259280362861903035e-02,-6.303023526085763106e-02,2.727859330024634196e-02,-9.405734641280844022e-02,-8.938832500471734221e-02,-6.843116988622037489e-02,-5.255078794150932348e-02,3.518382763670349633e-02,-6.411266224931903845e-02,3.373407742980242402e-02,7.334395130723196654e-02,2.698164830150409990e-02,1.770020386949490779e-02,4.024082611085685879e-02,-9.710861208636961672e-02,1.108231880811763256e-03,9.429092512495040879e-02,-5.578105866689739983e-02,2.399044224594115704e-01,-1.022836514346833238e-02,-2.244084670017438068e-02,-1.617036463841270075e-02,-4.819606804729358041e-02,-1.357366555359303673e-01,-4.526969001769166889e-03,1.242274895616433256e-01,-8.043425145766243123e-01,2.219627020973861387e-01,1.000000000000000000e+00,-1.600429440770807787e-01,3.449305280277038116e-02,-1.581144001987856706e-02,3.048372447415563513e-02,-5.084454958116326612e-02,-1.263144831953957339e-04,-1.534466969528042180e-02
-5.576891594689927650e-02,1.230742054021195658e-01,-1.118340069585828898e-02,-5.551766451626140991e-02,1.374106307933017392e-02,-2.810116312379666581e-02,-7.940486860251871892e-02,4.538896340375731669e-02,3.518384405926046343e-02,-2.495225746208257489e-01,-9.280226029869043797e-03,5.701221672482766067e-02,-3.415987463065354168e-01,-4.382403540072878079e-02,1.316410211276232145e-01,-4.325990623540127561e-02,7.934825394371752827e-02,5.068102729643112099e-03,-1.811563512318638616e-02,1.820667593695035960e-02,2.376254998864437556e-02,4.781183017974284521e-02,2.407728543839516861e-03,6.099108012310935911e-03,-2.742888527156146783e-02,2.596389813933547980e-02,7.947645214890648388e-03,-8.656971221635985370e-02,1.799224673742513270e-01,8.891368539666616444e-02,-1.011553344146172428e-01,-4.129646696686820051e-02,3.631868450783181518e-02,1.014923875591139252e-01,2.146712499856262991e-03,1.506328078848064300e-01,1.513504445004825727e-01,-1.710423682629332032e-01,-1.600429440770765044e-01,1.000000000000000222e+00,6.671197142388834989e-02,7.587105101037455723e-02,5.600010177140374995e-02,-9.760045162889327552e-02,3.872205582289663800e-02,-5.685591938721008820e-02
-7.333153620522307736e-02,1.483160700556064304e-01,7.110242620599468641e-04,-5.074075064397145368e-02,5.998091648947702532e-03,-1.616678216697664539e-02,-7.365930814105561830e-02,1.895831795151167454e-01,4.506819882618511713e-02,-1.046886459789497792e-01,-9.762233539397154481e-04,7.485862335900661524e-02,-3.121776101152903826e-01,-1.156864397980110759e-01,-4.446625536558365677e-01,-8.504621026795396166e-02,4.137122224081406924e-02,-9.620326416877357512e-03,1.512446327653015413e-02,-1.008291024926562390e-01,-2.913330575474348122e-02,-2.921373464366351369e-01,-1.074267055194508685e-01,7.315380391496581263e-04,-1.648119009500827736e-01,-2.996390387992146475e-03,1.422100752973445292e-01,-6.641172712276814660e-02,1.327047531391052637e-01,5.527132174657968348e-03,1.180534523896586280e-01,1.119982182374550279e-02,-1.877714941175652463e-02,1.401826469412712772e-01,-6.511093879535491229e-03,-1.689446525266886379e-01,6.557096417743436823e-02,-1.712484906186698408e-01,3.449305280276699498e-02,6.671197142388453349e-02,1.000000000000000000e+00,7.685061398664168320e-02,2.117923361636931956e-01,-1.324010627271066387e-01,7.592636909039214566e-02,-9.149583270645451905e-02
-2.576496632368733761e-02,7.338192718495510636e-02,2.556034112981681841e-04,-3.099591299198800609e-02,5.813242419200900270e-03,-1.197459308130791565e-02,-4.881309150092499882e-02,4.325381184216218339e-02,2.669533134991519674e-01,-1.150511009200146928e-01,2.055859806420673452e-03,6.589643326906305387e-02,-2.060770561261589251e-01,-6.145974354646965843e-02,6.560517449569563085e-03,-3.800802102603532961e-02,3.759944613372902256e-02,4.494100843734532766e-03,-1.508621983191273282e-02,-3.500904961640472629e-02,1.872962247724465137e-02,1.758428999084384742e-02,-1.995295327563231524e-01,-5.231745360233326127e-03,-8.852408293250210725e-02,4.410911381427008900e-03,8.009829525719674992e-02,-3.529575759259107048e-02,8.611738486691765393e-02,4.448971456738931747e-03,6.752160995633027518e-02,4.782699566489463476e-03,-1.504606048855368708e-02,8.863916377405155200e-02,3.563586224242586420e-01,-9.369811906992978057e-02,4.609220847269602378e-02,-1.046214314084196600e-01,-1.581144001987730072e-02,7.587105101037121269e-02,7.685061398663492471e-02,1.000000000000000222e+00,5.276733138488454156e-02,-7.321983326058348340e-02,1.969529440089886896e-01,-2.878470513035492895e-02
-4.853019333938929369e-02,7.435970589512819195e-02,-7.639403075131070541e-04,-2.253586713329258293e-02,1.790892025095087883e-04,-1.140908540688498861e-02,-4.108238920014892215e-02,9.189819846927442804e-01,3.254732910134865848e-02,-3.435046634234895785e-02,1.154242505423071392e-02,9.923066803304859962e-02,-2.028764646202327881e-01,-2.528924156884416324e-02,-4.009880576533906837e-01,-2.410855498850707906e-02,1.827744064387223574e-02,-3.117589667871056153e-02,3.271523981150270544e-02,-6.554890812724931126e-02,-3.472539652606850685e-02,3.714173110078717310e-01,-8.377993093223497223e-02,-2.491576082137636483e-02,-1.204342922476385330e-01,-1.132469694670742641e-02,1.356047494590141012e-01,-4.304820518932454126e-02,8.563510538629497126e-02,2.450913461489555214e-03,9.432899371964698076e-02,7.009421317695658897e-03,-1.176950159000608644e-03,1.086356556826591491e-01,-6.578539521691031088e-03,-1.385250442315429098e-01,3.005258353207280325e-02,-7.733826702631210748e-02,3.048372447416999170e-02,5.600010177142646095e-02,2.117923361637165380e-01,5.276733138490422720e-02,1.000000000000000222e+00,-9.661544639347222629e-01,5.869733188215348063e-02,-5.685600544363678122e-02
