O $a$ ,O $b$ ,O O ,O Al ,O Mg ,O S ,O Si ,O Th ,O U ,Fe AlO1.5 ,Fe CaO ,Fe KO0.5 ,Fe Ssil ,Fe SiO2 ,Fe ThO2 ,Al $a$ ,Al Al ,Ca $a$ ,Ca $b$ ,Ca Ssil ,Ca SiO2 ,Ca ThO2 ,Ca UO ,K $a$ ,K $b$ ,K K ,K SiO2 ,Mg $a$ ,Mg SiO2 ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S U ,S SiO2 ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,U $a$ ,U $b$
-7.150545961194256961e+02,1.304167616598748975e+07,1.077951655528571973e+04,1.659705122171945914e+04,-1.316409545828952332e+03,1.943130674356329109e+03,-4.582960125597497608e+03,-1.233361444789995876e+05,-4.784396028120092524e+03,-1.512483037125574946e+08,1.439441358948022461e+10,1.423975704497193098e+08,-3.293426725037125945e+08,-2.428283021251972616e+08,2.428240243490944386e+09,5.481282698742787034e+03,-6.454982154187993729e+03,5.709265028282526328e+04,-7.876829213337275982e+08,9.856369625399734497e+09,2.584033879411513138e+10,1.846065542410391617e+10,1.488171174907836151e+10,4.533415330946127142e+03,-2.146381673972745985e+07,9.258050417917976156e+05,1.360425677466952801e+09,3.292709618854602923e+03,8.784840632274473906e+08,7.373612009911380483e+02,4.753742742830228992e+06,-5.196783083808238007e+04,-2.156433534817113014e+03,5.685315985949311653e+03,1.078796028188220220e+02,2.339346956048428714e+08,1.109104161333650218e+01,-5.124685628529372066e+07,1.529421287772868236e+05,7.937060176582552913e+02,-6.555729460150635532e+03,2.953470957066102528e+03,-8.373606371444948309e+03,-8.638038229860380292e+06,-1.628295046618578397e+02,-5.511006966143834405e+06
1.348223590888048420e+03,-1.186064567147447728e+07,8.490044521888419695e+03,6.304041099025301082e+04,-1.530231223625932944e+04,2.980547649678066136e+03,-8.600324792839160182e+02,1.588798046666177455e+06,-1.498269425244144077e+04,4.950044709571709633e+08,1.277625178680022621e+10,8.609850908413704634e+08,-5.971794881853266954e+08,1.803508414589647949e+08,7.943337205995109558e+09,1.054960154431406409e+04,-2.854528185244561173e+05,3.467578993284427997e+04,-5.492626926345304251e+08,7.479772688762445450e+09,1.846065542410346603e+10,6.688819834380242920e+10,1.598569538259586716e+10,7.967239015883584443e+02,-9.017174643940502778e+06,2.525531689849590475e+05,1.094846547344112873e+09,4.151960760260160896e+03,9.009096997825455666e+07,-1.680940205017977405e+03,1.718536954354743287e+07,8.638535302614282409e+04,-4.432498961958027394e+03,1.144435972261320421e+04,-1.031135756131793642e+03,-4.326053118142852783e+08,-3.876176019568411903e+03,1.567642361213241518e+07,9.052258596296829637e+04,2.569375893967367574e+03,-1.057654894899042993e+05,4.461225394547676842e+03,1.440963953639456304e+05,-3.881755124338196516e+08,-1.100869701523773301e+03,4.235149347679224797e+06
1.166737137383441222e+03,-1.008431844360431097e+07,5.630447270616577953e+03,5.051909000472175831e+04,-9.114682567359795939e+03,4.078138075040817512e+03,3.630084595174675997e+03,-3.177547971526298788e+05,2.148131140959667973e+05,4.902974690925320387e+08,9.798285914858976364e+09,3.231096796244769096e+08,-4.784047933351343125e+07,1.252305131581704319e+08,5.316300307201445580e+09,7.809131692982899949e+03,-2.753816089386222884e+05,3.178691840705597133e+04,-4.541636106095103621e+08,6.574508486798984528e+09,1.488171174907756424e+10,1.598569538259614944e+10,4.110894724258520508e+10,1.638884969306299809e+03,-1.489519420173366554e+06,2.817751674366455409e+05,4.252204994375986457e+08,3.802120387641924481e+03,-6.960520532280996442e+07,-1.352905282222015785e+03,5.645487332754840143e+06,4.773522645958557405e+04,-1.837432612452353851e+03,2.523948487966386438e+03,-6.645661001578117066e+03,-1.123481376828517765e+08,-2.620489125445067657e+03,1.438720463786317222e+07,4.655433976784014521e+04,1.014362596620051420e+02,-3.049036261048447341e+04,-3.968532509774851496e+04,-2.548146550835525704e+04,4.711948989040606469e+07,3.589842475783696136e+04,-1.260596765558263958e+08
-4.264741602621562738e-03,2.231348917803914844e+01,-4.927767969214413152e-03,-1.863526453421329374e-02,1.575603063714373780e-02,-2.161010190401476891e-02,-1.436168877275932620e-02,-4.618715344282150331e-02,3.656524473661941499e-02,-1.913582467815046186e+02,2.309736133431475082e+03,-2.534458810307823114e+03,7.965386302438894006e+01,-3.067389751629094690e+02,-3.887353634314125657e+02,-3.962731788907648996e-03,6.456472107764067193e-03,1.759415420250455206e-02,-1.764681623045767651e+02,2.353431927294142042e+03,4.533415330946494578e+03,7.967239015883111506e+02,1.638884969306255016e+03,4.885612036372408845e-02,-6.158642007229629201e+01,6.221157309013177539e+00,-2.843254481627711812e+03,-1.530119992199693857e-03,4.258312915616314172e+02,3.534655637133454981e-04,-1.291018585945407082e+01,-8.245348052441624220e-02,-5.345258568243940918e-03,-8.172286731347764427e-03,3.732068525456263847e-03,5.302930698553635693e+02,1.734765812038560021e-04,-3.382718868298072579e+01,1.153825418374851974e-01,2.801194989555931569e-04,2.263489878216115320e-04,-1.134385497196075451e-03,-8.261328050497363309e-03,1.054211514382362713e+00,5.377546717515096575e-04,-7.592574479202212068e+00
1.464300023540307372e+01,-1.591328373356742377e+05,-3.088553167960558099e+01,2.195577277982083046e+02,2.269352576899954954e+01,9.429572469431852255e+01,7.435502410373428006e+01,-1.225980928960900656e+03,1.338942243396837206e+01,2.614663430977460463e+06,-4.713881355207655579e+06,-7.126456084326287732e+06,6.653023462602382526e+06,3.301688774282767437e+06,2.030219057164918398e+06,2.846362687834324845e+01,-1.240136320218338142e+03,-3.547359436354063433e+01,5.992331376031290274e+05,4.393996176588642411e+06,-2.146381673973090574e+07,-9.017174643934745342e+06,-1.489519420176427346e+06,-6.158642007229337167e+01,5.599519659577130806e+05,3.842953183483705743e+03,-2.049346933563242853e+07,1.200572750524465171e+01,-5.017172883646907285e+06,1.180149626666030116e+01,-2.142232195544777496e+05,7.775082904561759278e+01,4.936068305631536646e+01,-1.285256022702892835e+02,1.456056807834308131e+01,4.749523191714787856e+06,-2.431234284482657060e+01,4.245867314947362756e+05,-9.426421597570483755e+02,-4.264823598942524718e+00,-1.726418614142091315e+02,-6.498174992577432363e+01,-1.351891314852256585e+02,4.987008243978881510e+05,-2.348201337203986938e+01,1.309255186770779401e+05
-1.224720784027099191e-01,2.615520097702160911e+03,9.724590156444724576e-01,-7.402017785510716763e+00,2.560642505329648877e+00,-6.240747651855843570e-01,-1.574984672733252156e+00,-8.210969264969659065e+00,6.348325800479469372e+00,-2.473842996864555171e+05,5.806866638053691713e+05,-2.807950608062706888e+05,4.755020858032100477e+03,-1.556219257032278438e+04,3.453082459512600326e+04,-1.921006674109493051e-01,1.025658978944909165e+02,2.908051730626048492e+00,-3.352397090951881546e+04,4.646533903390594060e+05,9.258050417918805033e+05,2.525531689849298855e+05,2.817751674367283122e+05,6.221157309013259251e+00,3.842953183483942212e+03,9.340009151998598099e+03,-3.634158226476224954e+05,-2.618125932009034984e-01,1.592657608432730194e+05,6.333876695581265315e-01,-4.475960591188746548e+03,-2.448069734147204102e+01,-5.745157525716647617e-01,-2.122243222219342140e+00,8.776835840938767008e-01,1.841728088776085351e+05,1.001416999230665267e-01,-7.284792718861961475e+03,1.389370316749784617e+00,5.213880527251454344e-01,-4.053724227529902913e-01,4.181735529030322085e-01,-1.641785690587921120e+00,6.837559792348766905e+02,1.876319370752311394e-02,-4.022861286886097787e+02
1.104115170993500925e+02,3.278965921341589652e+06,2.763890390113383546e+03,-5.317371749480508697e+03,-4.084808913730102631e+03,-2.120287027384196335e+03,-1.259431865497017725e+03,7.117586789318121737e+04,-4.840022682583582537e+03,-1.031001213242534101e+08,4.913184454244595170e+08,7.464839656227542162e+08,-2.996637838672776222e+08,-4.952612689262460172e+07,-1.925162641845770180e+08,-9.412811302644552569e+00,5.517489401437863125e+04,1.097960875573174008e+03,-3.134734184672857821e+07,-2.240014669057638943e+08,1.360425677466996908e+09,1.094846547343746424e+09,4.252204994377183318e+08,-2.843254481627805944e+03,-2.049346933563204482e+07,-3.634158226475981064e+05,1.555782191997458458e+09,-3.626013597388721905e+02,2.731887180281856060e+08,-6.914770034493825506e+02,1.276394584046988003e+07,5.867854361922869657e+02,-2.190428174491731625e+03,7.196185297548149720e+03,-1.244038170242457454e+03,-2.780563928134927750e+08,2.041375257571485804e+02,-1.402798210683342814e+07,4.824563430403637904e+04,6.513739674149475434e+01,7.852119833119774739e+03,3.099218889193756240e+03,8.023530816870246781e+03,-2.270863063823920861e+07,1.109829471427342924e+03,-3.922927347750655375e+06
2.186771786980758886e-03,-1.727119325818910767e+01,-7.665134005966516874e-03,3.784242413913133790e-02,3.212044752314057727e-01,8.339290709664459733e-02,3.373935965311833374e-02,-1.344811727596190720e-01,-1.710372010210830726e-02,7.484378771472621565e+02,2.830930385823124197e+03,1.971640181392025113e+02,4.140478036499137602e+02,1.697172323207032889e+02,6.879730196686646195e+02,4.794214848755096355e-03,-3.128240929993801323e-01,6.379606526267086672e-03,-9.801604952638315638e+01,1.604129768436311451e+03,3.292709618854285964e+03,4.151960760260853931e+03,3.802120387641607067e+03,-1.530119992199308965e-03,1.200572750524507804e+01,-2.618125932008757983e-01,-3.626013597389195979e+02,2.224797774160676422e-02,-9.326426840228610899e+02,-2.901251477792252901e-03,3.149958695126689356e+00,3.118211667036619450e-01,-6.714703417351553308e-03,-2.797303085489689662e-03,-1.007271481034076625e-03,-3.281128053671426983e+02,2.835277007060354234e-03,3.706732271816745339e+01,-1.079308876752124724e-01,-2.683050038604697322e-03,-1.386667062512160833e-02,-5.164429556995073223e-03,-9.632001600629828270e-03,3.890589361663739965e+01,-1.969462370161029815e-03,8.725191870484993117e+00
-2.595250808680880823e+02,5.473010218671163544e+06,1.844835685455321027e+03,-1.209686949298503168e+04,3.311301506148608382e+02,-1.586733864859820869e+03,-3.813200700256088112e+03,2.977826435878255506e+04,5.429732210821837725e+03,-2.541216664905524254e+08,2.387867321783990562e+08,-2.367645000581837073e+07,-1.237005742442104220e+08,-3.461017714844241738e+07,-1.766229753354930878e+08,-7.623107264021997480e+02,1.049904912802948820e+05,2.104915490207041330e+03,-2.680118966544348374e+07,1.284219124818377793e+08,8.784840632275065184e+08,9.009096997801360488e+07,-6.960520532268823683e+07,4.258312915615228462e+02,-5.017172883646857925e+06,1.592657608432602428e+05,2.731887180281949043e+08,-9.326426840228498349e+02,3.756886161129700541e+08,9.223935452589487340e+02,-6.543799703938799212e+05,-3.947078947135765338e+04,-1.221588794800568820e+02,3.820625744704080375e+02,3.177008254880992695e+02,1.226959588748944253e+08,-7.056848737906917677e+02,-1.468739556509467587e+07,6.032064788101512386e+04,7.246310573761714977e+02,3.600664448151190300e+03,1.637417509371306778e+03,2.489901005540032656e+03,-1.126018241384812817e+07,6.086083759317898512e+02,-2.310531330621897709e+06
-1.878683867572819707e-03,2.109327146659512664e+01,4.467598833866426138e-03,-4.286229326045091353e-02,1.554468372856356506e-03,8.621964893445357991e-02,-1.188686805782129992e-02,4.711156253219996731e-02,5.755058170019362917e-04,-1.082239319432193497e+03,-4.067914036206623791e+02,-6.409215785748176586e+02,1.519970156761398350e+01,-1.663323411566178152e+02,2.070539268613181321e+03,-2.662124251442257727e-03,4.790713592035387158e-01,2.039283828515002072e-03,-2.851656801600119095e+01,7.647977031545291538e+03,7.373612009920677792e+02,-1.680940205021356405e+03,-1.352905282223682661e+03,3.534655637164632841e-04,1.180149626664206330e+01,6.333876695583015026e-01,-6.914770034494488300e+02,-2.901251477794065687e-03,9.223935452592907041e+02,1.987929613583640787e-01,-4.195519473899473155e+02,-5.334161538567787630e+00,3.024230757531251035e-01,2.309884219824143593e-03,7.381009869346375277e-03,1.898999869048449909e+03,7.144321156563586232e-03,-5.965596958127380134e+01,-5.915894915455002095e-02,8.237333345841764409e-03,3.449709354959770800e-03,1.945873933343730518e-03,1.639248160958164599e-03,-2.315136936383349564e+01,-2.406317340164163595e-03,1.798825298668097039e+00
1.612575456924114636e+00,-2.359595520366893470e+04,-3.554144587021725865e+00,6.989827677993591237e+01,-1.887034535695646653e+01,-1.983850442688534486e+02,-3.061292767661643310e+01,1.500674529488785083e+03,1.542422463023680450e+02,1.772027164000596851e+06,1.559767305283010937e+06,7.219487941345927306e+06,-8.156526448200749233e+06,2.030517782114476140e+05,-6.251695464690923691e+06,6.337199531256081819e+00,-6.430697026917863468e+02,-3.232246392627462050e+00,-4.590697917807280464e+04,-3.800145301726556569e+07,4.753742742829578929e+06,1.718536954355428368e+07,5.645487332760753110e+06,-1.291018585946051545e+01,-2.142232195544339484e+05,-4.475960591188990293e+03,1.276394584047001973e+07,3.149958695131894970e+00,-6.543799703948186943e+05,-4.195519473899501577e+02,1.263083362820734968e+06,1.105500167534015600e+04,-6.425841813594840914e+02,3.186308825295116662e+02,-3.172367301238244153e+01,-1.742058884890786931e+07,8.999700503493871517e-01,4.318330199600626656e+04,-3.271666085608457024e+02,-2.362230786845758246e+01,1.857277741685855119e+02,7.444120172809820701e+01,1.590294054015518839e+02,-3.380720843424303457e+05,4.587426606975868282e+01,-1.110724166984229669e+05
1.782899699905309554e-01,-8.442422089772961726e+02,-1.582800740182241372e-01,1.011860164266039419e+00,1.492110882886606538e+00,5.485772152377530908e+00,8.589379140692029457e-01,-2.616927732341476909e-01,1.325447723192301752e-01,3.495788331286212633e+04,8.523471622529477827e+03,1.893588679846530431e+04,-1.303672631044250193e+04,6.116925873882323685e+03,-1.988102103918083594e+04,1.117571113154425533e-01,-1.406235602925014661e+01,-1.193725384377850723e-01,1.672279797058949271e+03,-2.800017060759733431e+05,-5.196783083811815595e+04,8.638535302623720781e+04,4.773522645962495153e+04,-8.245348052450826581e-02,7.775082904602726330e+01,-2.448069734147884446e+01,5.867854361992260692e+02,3.118211667037075197e-01,-3.947078947136649367e+04,-5.334161538567756544e+00,1.105500167534004140e+04,2.089768577223956072e+02,-5.666705822500608392e+00,-2.594092448945216067e-01,-1.822392526664842194e-01,-5.978994177792505798e+04,2.947657153618342407e-02,1.775871854857681910e+03,-3.032373106779769678e+00,-1.240450741999695183e-01,2.266430287949000311e-01,6.782296586349186029e-02,1.520013652314105845e-01,3.530349754299334109e+02,9.806881740331004071e-02,-1.000197294154709908e+02
-7.957808766942353618e-03,2.096741924421010950e+01,-4.808486003393442482e-03,-1.317661780003727932e-02,-3.921797118012437106e-02,1.506092721138024837e-01,-1.772708279338056081e-02,6.957397808578665022e-02,-5.440112718729624847e-02,-1.821292257823931209e+02,-2.922035919371327054e+03,-1.147187392320910703e+03,1.667801445381527856e+03,-1.025625664602947325e+02,6.182198395287872700e+03,-1.287715277838806256e-03,1.523632856326108398e-01,-7.625398863571145394e-03,7.441046506616611111e+01,2.462971850131670726e+04,-2.156433534817500913e+03,-4.432498961962874091e+03,-1.837432612455763774e+03,-5.345258568238656083e-03,4.936068305630128350e+01,-5.745157525713390223e-01,-2.190428174492658400e+03,-6.714703417353574261e-03,-1.221588794799002358e+02,3.024230757531238267e-01,-6.425841813594814766e+02,-5.666705822500591516e+00,1.233702309127133301e+00,6.721121592633318154e-02,9.287863075926709733e-03,3.347139092441857429e+03,2.539393018000083227e-02,-5.187147844653821238e+01,-6.944332762806491033e-01,8.382099778383592451e-03,-2.919557313422922740e-02,-1.639391094177972130e-02,-1.961008549148230990e-03,7.549174197418133225e+00,-1.221976663214823129e-02,2.665648014216683848e+01
-6.279084451587107867e-03,2.360613250734219548e+01,-9.821044453919796843e-03,-2.120464953517591997e-02,6.645282421445151098e-03,-4.469613653632036054e-02,-5.661069567829665750e-02,1.293146710365007612e+00,1.537785863340649928e-01,-8.571748746402171264e+02,-3.835970379339250940e+02,4.463214816928144501e+03,-7.432211965478307320e+03,-2.213877208924275237e+02,2.723904465601672200e+03,9.743352404134371250e-05,5.063689235187425197e-01,2.131233039254101444e-03,-9.928948245855899302e+01,-1.433664630617974944e+04,5.685315985953210657e+03,1.144435972261596726e+04,2.523948487970345013e+03,-8.172286731347851163e-03,-1.285256022702812402e+02,-2.122243222219155179e+00,7.196185297548113340e+03,-2.797303085487644857e-03,3.820625744701724784e+02,2.309884219818861793e-03,3.186308825295227507e+02,-2.594092448943915996e-01,6.721121592632829655e-02,6.756670848287437137e-01,-1.379116076378792202e-02,-1.061589069711863885e+04,5.083027241721971984e-02,-1.180812958920170672e+02,-1.447362283990457854e+00,1.733474184560454545e-02,1.613031289590781125e-01,7.147375693268517849e-02,1.339537874866330580e-01,-3.301293057646827265e+02,3.590042658348506499e-02,-9.791271234183139427e+01
-4.101172119082775909e-04,5.322025649402530867e+00,-2.832877458250307196e-03,-2.259315093617179221e-02,1.301196902333811960e-02,2.796555573265843263e-03,-2.748330120443423247e-03,-1.862755115929111693e-01,2.895707944503048470e+00,-8.151066085402712815e+02,-2.374489682372534993e+00,-9.159171270128651940e+02,3.094180419015529537e+02,1.672299604132258111e+01,1.636293361797747366e+03,-7.010903747868352720e-04,3.082999358865832207e-01,2.897529390586048130e-03,-1.730277398997948879e+01,8.027409443565119318e+02,1.078796028078528337e+02,-1.031135756144158677e+03,-6.645661001581481287e+03,3.732068525462824138e-03,1.456056807840969647e+01,8.776835840941783484e-01,-1.244038170247112248e+03,-1.007271481033063330e-03,3.177008254868814561e+02,7.381009869346372675e-03,-3.172367301241095561e+01,-1.822392526664199652e-01,9.287863075932073498e-03,-1.379116076380895728e-02,4.167073620772979936e+00,7.798285606427484709e+02,2.743503531617997454e-03,-1.806010328797981046e+01,-1.198772669783211564e-01,9.105567110399243958e-04,-1.860594352119164518e-02,7.136042654844342303e-01,-2.014472305053672044e-02,3.517782781480297416e+01,3.943218909573083519e-01,-5.271839978619829026e+02
-4.945460441969157728e+01,1.799953388961524703e+06,6.689869740122641133e+02,-4.836932977071979622e+03,4.396359425837321169e+02,-2.805617818970500821e+02,4.319502387718732166e+02,-4.871309106484579388e+04,-4.215010897979883339e+03,-1.046309272383596301e+08,1.134335296820342094e+08,-2.127102746334195137e+08,2.582426832636266947e+08,-1.326762109462613799e+07,3.106879671356485412e+07,-3.565904896591416673e+02,3.819516347467350715e+04,1.103743675738438014e+03,-1.034781750963216648e+07,6.609550641049098969e+08,2.339346956048468947e+08,-4.326053118143967986e+08,-1.123481376828709841e+08,5.302930698553742559e+02,4.749523191714569926e+06,1.841728088776040531e+05,-2.780563928134992123e+08,-3.281128053672057945e+02,1.226959588749067336e+08,1.898999869048410119e+03,-1.742058884890767932e+07,-5.978994177792327537e+04,3.347139092441811954e+03,-1.061589069711851334e+04,7.798285606423883110e+02,6.126543157385810614e+08,-6.714917056313281591e+02,-4.335592588508381508e+06,3.988771731099890894e+04,7.747201432805688910e+02,-5.853752455407387060e+03,-2.275061811791783384e+03,-5.143423352986265854e+03,9.594681329386875033e+06,-1.356099309238508795e+03,3.158504195422581863e+06
-5.470645785463707639e-03,4.179470503009277849e+01,-8.045447463430107499e-03,-8.933451451066337645e-02,4.225272548288645097e-02,4.579656304715420262e-02,2.289648264483252343e-02,1.445170845477554145e-01,6.976597917535385524e-03,-1.439701886993874723e+03,-7.711691193228712109e+02,1.065469768879360117e+02,-1.403121594355021898e+03,-1.320105035959385759e+03,1.699428923208833567e+03,-1.083706954224988167e-02,7.818973109251765585e-01,2.837941958872395622e-03,-3.309457276807300730e+01,-3.214201843168451092e+02,1.109104161530112442e+01,-3.876176019567249568e+03,-2.620489125443715238e+03,1.734765812035627796e-04,-2.431234284482743035e+01,1.001416999230849841e-01,2.041375257572425994e+02,2.835277007060686433e-03,-7.056848737906605038e+02,7.144321156553330547e-03,8.999700503738113921e-01,2.947657153645229233e-02,2.539393017998671856e-02,5.083027241722232192e-02,2.743503531622907155e-03,-6.714917056314891397e+02,1.256215900173148492e-01,-2.951748238296044633e+02,-3.698170188062774866e+00,1.114636785439055040e-02,3.253313139206608778e-02,1.602559783246465877e-02,1.597828569936276741e-02,-9.024029773833323986e+01,3.256493761045380856e-03,-3.627688972453204741e+01
5.420977798277075976e+01,-5.907278734468783950e+05,-7.659175197401116009e+01,1.040618384827117779e+03,-1.428691757237760953e+02,2.406803890331847740e+01,1.852339565792692042e+02,-1.496753805411161693e+03,-1.239136034161297601e+02,1.581478077113727666e+07,-7.743895174519313499e+06,2.886485553407869767e+06,1.277482726063108817e+07,1.258189991268667579e+07,-3.973289757086422294e+06,1.279834344645944242e+02,-7.086631519842704620e+03,-1.490647644070122624e+02,1.813102964905611705e+06,-1.083535396048946120e+07,-5.124685628530443460e+07,1.567642361213858053e+07,1.438720463785067387e+07,-3.382718868296715442e+01,4.245867314947244595e+05,-7.284792718861000139e+03,-1.402798210683463141e+07,3.706732271816417068e+01,-1.468739556509438157e+07,-5.965596958118067050e+01,4.318330199576962332e+04,1.775871854855193533e+03,-5.187147844642264971e+01,-1.180812958920546549e+02,-1.806010328807192522e+01,-4.335592588506083004e+06,-2.951748238295978695e+02,1.838665189877894707e+06,3.904316857414656170e+03,-4.819173432465284890e+01,-3.250575320572060605e+02,-1.391638912683241927e+02,-1.573120496408424742e+02,1.086151395387500990e+06,-3.208146775283681507e+01,3.525022833222665940e+05
-3.347670585469204874e-02,1.104810606853063746e+03,1.043804969369868330e+00,2.374557988521089347e-01,-1.386622907786087877e+00,-3.527051912963535818e-01,1.782310029456649847e+00,4.816305129875345870e+00,-5.471642190264925931e-01,3.802322437469595025e+04,5.501026144450376887e+04,-1.980542701830113947e+04,7.265658684158085634e+03,-1.576380701268498160e+04,-1.356230576707541186e+05,-1.902865267228053547e-01,-2.333563893828978308e+01,4.060104371841715687e-01,-4.870234893489885508e+03,5.004127352592274110e+04,1.529421287772393553e+05,9.052258596290874993e+04,4.655433976782665559e+04,1.153825418374311434e-01,-9.426421597569245705e+02,1.389370316744369838e+00,4.824563430403669190e+04,-1.079308876752151508e-01,6.032064788101276645e+04,-5.915894915465056553e-02,-3.271666085605324383e+02,-3.032373106777026983e+00,-6.944332762807634563e-01,-1.447362283990364373e+00,-1.198772669781537209e-01,3.988771731099305180e+04,-3.698170188062819719e+00,3.904316857415001778e+03,1.682780425448055723e+02,-4.313877272102569216e-01,6.263650450051386764e-01,-2.012054452574373042e-01,5.931956801493386555e-01,-2.178737793122901166e+03,-1.107290468923553556e-03,-3.045812445546700928e+02
-2.566735099233016879e-03,1.800876542192189689e+01,-2.370779296855590398e-03,-4.281501828246349339e-02,9.884639290674224893e-03,-9.544557273600698041e-03,-1.683481438211025319e-02,1.789804326200746809e-01,3.837063841782691748e-02,-1.201612332896025691e+03,-1.919861223861906865e+02,2.869505171756563868e+02,-1.457380960765876353e+03,-1.176480017554262787e+02,3.199247038344320572e+03,-1.926830225062818244e-03,5.643930289252557797e-01,9.367923271852957685e-04,-2.204263267878331689e+01,4.326074364074245295e+02,7.937060176586918487e+02,2.569375893966890089e+03,1.014362596624845310e+02,2.801194989553414593e-04,-4.264823598944136762e+00,5.213880527251022468e-01,6.513739674159751303e+01,-2.683050038604725511e-03,7.246310573762033300e+02,8.237333345840180607e-03,-2.362230786845208641e+01,-1.240450741999284401e-01,8.382099778381587110e-03,1.733474184560640854e-02,9.105567110443505427e-04,7.747201432804978367e+02,1.114636785439076030e-02,-4.819173432465710505e+01,-4.313877272102454308e-01,4.317526935356338219e-02,1.940454469792778081e-02,1.546493885633983684e-02,1.745510921046109984e-02,-6.699095852613433522e+01,5.437141317298322535e-03,-1.807694768904086402e+01
-2.273758085781105859e-02,1.462075287481541181e+02,1.015468105156199126e-03,-2.636249194094056336e-01,2.906820513728223393e-02,-3.699301304328035667e-02,-1.052091381134722947e-01,5.036394236624933463e+00,3.311239286882499133e-01,-3.396399306949922448e+03,-1.360583195187479362e+02,2.538315181535188913e+03,-8.972701118878485431e+03,-2.092277438743985840e+03,-7.280340950763985165e+04,-2.551981189432351096e-02,1.982472832648273009e+00,-1.197987675153135839e-02,1.239808179356309097e+02,-1.614038338612712869e+04,-6.555729460149440456e+03,-1.057654894899072824e+05,-3.049036261048296001e+04,2.263489878166171005e-04,-1.726418614142142474e+02,-4.053724227533703206e-01,7.852119833120796102e+03,-1.386667062512110006e-02,3.600664448151205306e+03,3.449709354941498524e-03,1.857277741686394563e+02,2.266430287953546951e-01,-2.919557313425191758e-02,1.613031289590920458e-01,-1.860594352116582903e-02,-5.853752455408070091e+03,3.253313139206674698e-02,-3.250575320572044689e+02,6.263650450050772811e-01,1.940454469792667058e-02,1.959585913464683360e+00,1.055319772712137449e-01,4.447424882826772063e-01,-6.122382545496166131e+02,7.182398090771134613e-02,-1.959816253997460649e+02
-5.598291103319403411e-03,5.069242475096788070e+01,2.558120142810493347e-04,-1.128512646159700039e-01,1.974221957145048945e-02,-1.920124141581171576e-02,-4.885787411368968519e-02,8.052240305690249178e-01,1.374447340293063702e+00,-2.615666465041396350e+03,2.007898846854276087e+02,1.565806329637819090e+03,-4.150720754468290579e+03,-7.789327868320407333e+02,7.527169236091899620e+02,-7.992270707488416046e-03,1.262591221130207497e+00,3.921730812663895387e-03,-8.666173551370089001e+01,-3.927178947855616570e+03,2.953470957062431808e+03,4.461225394541989772e+03,-3.968532509775018843e+04,-1.134385497197920980e-03,-6.498174992576524289e+01,4.181735529028693943e-01,3.099218889193512041e+03,-5.164429556996127935e-03,1.637417509371385677e+03,1.945873933338770727e-03,7.444120172810990255e+01,6.782296586361061252e-02,-1.639391094178407546e-02,7.147375693268663566e-02,7.136042654844532152e-01,-2.275061811791841137e+03,1.602559783246180342e-02,-1.391638912683106923e+02,-2.012054452574211783e-01,1.546493885633915509e-02,1.055319772712044746e-01,9.622970589980025524e-01,7.764901243337955783e-02,-2.372630732762265779e+02,1.305604813541011155e-01,-4.320641680920806493e+01
-1.612499419010266638e-02,7.855127929901807704e+01,-1.169163810250375447e-03,-1.254694278457793299e-01,9.300549176782784561e-04,-2.797570386041025800e-02,-6.288044289430277933e-02,2.616140025482068765e+01,2.562534916794901307e-01,-1.194224207002725279e+03,1.723880054461761119e+03,3.605651083272028700e+03,-6.248664251121665984e+03,-4.901248165842781077e+02,-7.035365603963923058e+04,-7.752249745699536093e-03,9.385520163801120974e-01,-4.160213007481811109e-02,2.873814326255472906e+02,-1.124417195882328633e+04,-8.373606371439194845e+03,1.440963953639407409e+05,-2.548146550835690869e+04,-8.261328050498530778e-03,-1.351891314853087067e+02,-1.641785690586929247e+00,8.023530816874977063e+03,-9.632001600638349231e-03,2.489901005543335032e+03,1.639248160962546511e-03,1.590294054015768950e+02,1.520013652311471841e-01,-1.961008549154245710e-03,1.339537874866572886e-01,-2.014472305048118847e-02,-5.143423352985914789e+03,1.597828569936908874e-02,-1.573120496410267606e+02,5.931956801496179876e-01,1.745510921046817751e-02,4.447424882827261672e-01,7.764901243340852077e-02,2.250258716258870972e+00,-4.787509269186636629e+03,5.950168621020127113e-02,-1.305041904866408231e+02
