O $a$ ,O $b$ ,O $c$ ,O O ,O Al ,O Ca ,O K ,O Mg ,O S ,O Si ,O Th ,O U ,Al $a$ ,Al $b$ ,Al $c$ ,Al Al ,Al S ,Al Si ,Ca $a$ ,Ca $b$ ,Ca $c$ ,Ca Ca ,Ca S ,Ca Si ,K $a$ ,K $b$ ,K $c$ ,K K ,K S ,K Si ,Mg $a$ ,Mg $b$ ,Mg $c$ ,Mg Mg ,Mg S ,Mg Si ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S Th ,S U ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,Th $c$ ,Th Th ,U $a$ ,U $b$ ,U $c$ ,U U
-5.457419418247777369e-03,3.319536787458908945e-03,3.783993593528796676e-03,-1.695828592121290720e-03,9.136421044903112788e-05,1.352212927644702578e-04,-9.329890729725102581e-04,-3.220028442210663699e-04,-1.049008419482181514e-02,-1.277479066835945400e-02,1.000000000000000000e+00,2.334571515547618749e-05,-6.233415893131254463e-04,3.039011927832695756e-04,3.035402378260603157e-04,5.050289032022974890e-04,-6.550556836270658538e-04,-1.398868209512417558e-03,-1.669708158078152455e-05,6.133371490003330673e-06,9.719838903755672688e-05,-2.409912797165286434e-05,-1.125556059322634833e-05,9.887315032472808875e-05,2.798850650883868366e-04,-2.420619352929454264e-04,-7.679026182714183231e-04,-2.336795185053952594e-04,1.673916476831961350e-04,1.744150373556529977e-04,2.182990076778194854e-04,-2.392092263349611283e-04,-6.108062912460879084e-05,5.254893506325633177e-04,1.271405634938014575e-05,-3.091610117699611078e-04,1.282256626080197255e-02,-1.153422405590040327e-02,-1.095277859926816963e-02,2.309344595077782863e-02,2.663959036647696628e-03,1.844868825911298712e-03,5.670919173465545083e-05,-6.075707268057171581e-04,1.480502218409064348e-03,-3.833129927343872489e-03,4.605445370851501963e-03,-2.586019617769895751e-01,9.203281810888694602e-06,-3.168282221045131686e-01,3.039200418233621859e-01,4.674037443828572003e-01,1.507287753591211310e-01,-1.322830028265004274e-05,1.509099919546685635e-05,2.179330369733674510e-05,-2.488930047297862279e-05
1.769386716395133022e-02,-1.874207574266304258e-02,-1.028696245446741528e-02,-5.106209249924620070e-04,1.458307303883341825e-04,1.139675135046266393e-04,5.093590543039335557e-04,-3.033154433594804737e-03,-7.808904963864449818e-04,-6.471463558586053495e-03,2.334571515409121069e-05,1.000000000000000222e+00,4.297632195465703533e-03,-4.378935847491637230e-03,-1.647639480283744204e-03,-7.490756614794158181e-04,-1.148677454162156742e-03,-4.372847632443093574e-03,-3.535932278910769005e-05,1.812698469514061457e-05,9.010250938539844396e-05,-1.895822630270217076e-05,-5.191802103916997891e-05,6.014153789185245692e-05,-4.496303298725016183e-05,4.410834024847033399e-05,1.549762641028447384e-04,2.393884041173298697e-04,-5.294891139743279802e-04,-2.889465099555228993e-05,1.314242019787171005e-03,-9.421406905689134158e-04,-1.910197399193615643e-03,1.986584860470658707e-03,1.958000049434588039e-03,-2.901521227884003339e-04,-7.446560078524388018e-03,7.766581355918593908e-03,4.102384120348728964e-03,-3.675818847627307720e-03,2.241767073610862610e-03,-1.533834453338472426e-03,2.120230350518100826e-01,6.052234090241156647e-03,-5.983428722514168990e-03,-5.810723831590128632e-03,1.171325885868367835e-04,-1.189446608061057217e-04,-1.224428781746799283e-01,-8.938274391113551118e-05,8.796801065673052534e-05,4.036447926309360922e-05,4.909059064315335677e-05,-4.388096766210010657e-01,4.063401468630519209e-01,8.798227533853024696e-01,-1.732078245308443232e-01
-3.176580109842521826e-03,1.936312545508186728e-03,3.103136213875178680e-03,-1.524856639045065777e-03,3.183014798455847116e-01,9.475164136838586527e-05,-5.861636708498042065e-04,1.992336293734624231e-03,-1.684652847602684678e-03,-1.021427717146940542e-02,-6.233415894834309478e-04,4.297632196772132457e-03,9.999999999999998890e-01,-8.924860858783325579e-01,-9.778900961175611417e-02,-9.813149912721254309e-02,3.261700774100975697e-01,4.840686130828590894e-01,5.741061307467682791e-05,-1.235292215935351296e-05,-7.556924969103403773e-05,-1.263300990077077313e-04,1.188320135027739620e-04,-9.145529301266413786e-05,8.475729350108520506e-04,-5.969130016528404305e-04,-1.395906552121898691e-03,9.596510845767595001e-04,3.642730162289132601e-04,1.222001052460422303e-04,6.460442593878860853e-04,-2.993451748617587680e-04,7.813894046332442922e-04,3.510761327583184692e-04,1.386592961567973108e-03,2.379457431565594428e-04,-3.192949144810176051e-03,2.606389091426066559e-03,5.605878922576835142e-03,-6.897013512331936005e-04,-4.935517537618254978e-03,1.225737731861644385e-03,1.443719468476756512e-03,-1.826846595600862752e-02,1.428889692083410920e-02,3.354064298988605058e-02,-8.006449118889227140e-03,3.339635113579062149e-04,-2.302268914712863723e-04,6.513514905076563208e-05,-7.518679885899368033e-05,1.150668957783322935e-06,-2.102183479463414428e-04,-1.308500905076892540e-03,1.177898459612305602e-03,3.512273296106062197e-03,1.512188861641779278e-04
1.760748087853685829e-03,-1.033148004391773629e-03,-3.017014300393342733e-03,1.801886079729798440e-03,-3.532669763559685427e-01,-1.503213794200841094e-04,-3.836385074982470554e-05,-2.117635272456270309e-03,-4.586393233502544797e-03,7.570517656767345935e-03,3.039011929749239394e-04,-4.378935848956679727e-03,-8.924860858783346673e-01,1.000000000000000222e+00,-2.617751801802735701e-01,-1.259558500651762891e-01,-5.519827056977589380e-02,-3.933260883462315061e-01,-6.564233379305024014e-05,1.948385112944799741e-05,3.873189457671917155e-05,1.309471659256947792e-04,-1.428878024871999713e-04,3.497094397381010167e-05,-7.940135714675932875e-04,5.432160135675505232e-04,1.011050069333478728e-03,-9.813969292845408591e-04,-7.500464457275354824e-04,-2.243380460077896521e-04,-9.462062871920892291e-04,4.784467138362054166e-04,-8.048104336508645536e-04,-5.153121736343926462e-04,-1.911281298750701612e-03,-9.300485675946860379e-04,-2.142835414264924066e-03,2.308970517790713984e-03,1.575341916960410231e-03,-4.540199880030596326e-04,2.944922400335481336e-03,-6.687411320554123920e-03,-1.672148794108976096e-03,1.457967896035582654e-02,-1.123818048043794156e-02,-2.809646474106487074e-02,6.539860223372130459e-03,-1.896773055373207520e-04,6.446974213124745563e-05,9.540810866454970806e-05,-8.244764834823216273e-05,-2.111491190228188027e-04,1.416723396177892896e-04,1.187616431230289387e-03,-1.066382082037713695e-03,-3.506676167571016762e-03,-3.234930321459582054e-04
-8.269686203555332363e-03,6.436971070038261314e-03,6.645506222098730709e-03,-1.038252118582695498e-02,5.644868215840178616e-01,1.227960312185707528e-05,-2.279045235885410051e-05,-2.302599910209238501e-03,-5.132199598215545291e-03,-8.985295826490973664e-03,3.035402377767878806e-04,-1.647639479900638113e-03,-9.778900961174988304e-02,-2.617751801802788436e-01,1.000000000000000000e+00,4.966784816118453016e-01,-3.547169771129410898e-01,1.099746027486980943e-01,3.357149734553280018e-05,-1.597240939796947649e-05,-2.732245475081788750e-05,-2.734154519185983924e-05,6.784498991184988875e-05,5.659098253337696015e-06,1.054485850265680317e-03,-7.887261245726213260e-04,-1.097533229740768872e-03,1.212023283322754587e-03,2.836840198699571640e-04,2.748067827864578844e-04,4.372266517893270781e-04,-3.721582649557343648e-04,-1.319999723740368502e-03,1.008915732678479938e-03,5.124352435667873943e-04,-7.823929016158824579e-04,7.486644956042138449e-03,-6.610863903252727630e-03,-1.925945495162695656e-02,-1.074814780674924553e-03,6.400910124456651255e-04,1.074373316694217199e-02,-3.506780188957569675e-04,-8.583760188447604050e-03,7.258771610086796854e-03,1.212217492388472165e-02,-3.102388362462053188e-03,-1.304672810760622694e-04,6.351183007082340565e-05,-3.486640925172350240e-04,3.354908592231465453e-04,4.490477979557962727e-04,-5.943763925568676978e-05,5.681455312668472896e-04,-5.176673591851773445e-04,-1.373028832855558703e-03,4.682616285364889637e-05
1.572871160113279614e-03,-1.483156009061831811e-03,-2.543526312058994911e-03,-6.008062366209787722e-05,-1.916479317542403582e-02,-1.981624259188865492e-04,2.857553738112168481e-04,8.256316324971404476e-04,-2.419805187064980826e-03,6.133067673171284687e-05,5.050289031773649590e-04,-7.490756612940005499e-04,-9.813149912721108592e-02,-1.259558500651777324e-01,4.966784816118465784e-01,1.000000000000000000e+00,-2.062833712315066959e-01,-1.256942360001802317e-01,2.462612418500427112e-05,-1.141734186326543627e-05,-1.379011493675541121e-04,-2.257635795887789345e-06,3.499422230235092924e-05,-6.946867631192452000e-05,2.193825030590554527e-05,-1.909024018007913516e-05,1.813906390951480557e-04,1.331651062932830978e-04,-1.309676831528341695e-04,5.977912220133785299e-05,8.948764769563737715e-05,-1.099899214377397555e-04,6.218312208641151809e-04,-1.697580538929822095e-05,-1.052656490281288372e-04,7.259542625865151493e-04,4.289163544800088206e-03,-3.800479328631066207e-03,-8.885936508366420669e-03,1.257496331545540462e-03,1.187304132448688005e-03,6.264285250727938924e-03,-2.774241682296665987e-04,2.583307032656019346e-03,-1.775368211198279610e-03,-6.401380150548757406e-03,1.435405163433986454e-03,-1.694145207899239094e-04,1.466453180713299627e-06,-2.054158628020672298e-04,2.026105867322087030e-04,2.605339312893482852e-04,7.379176599828334287e-05,1.436405137042678990e-04,-1.203057801535038453e-04,-5.725675837097010798e-04,-1.689161773219450711e-04
-1.665997181736922697e-02,1.095785168252290734e-02,1.154209088400565478e-02,1.062043624275614551e-02,-1.184289460184250325e-01,-4.719124622051206711e-05,-2.631422714260651507e-03,2.786641584323087603e-03,-7.349259363705210046e-02,-1.326647499341979120e-02,-6.550556836314673894e-04,-1.148677454085752581e-03,3.261700774100931843e-01,-5.519827056977123086e-02,-3.547169771129426996e-01,-2.062833712315066959e-01,1.000000000000000222e+00,3.459650910061815576e-01,-7.758089670911844332e-05,4.525829422409564804e-05,1.175556487126348981e-05,1.271469418929869811e-05,-1.553003750969911539e-04,-7.720951925954227775e-05,5.859784526564258168e-04,-7.146670151095545513e-04,-1.720713721627306105e-03,-2.286237135162072417e-05,-5.117757135791345738e-03,-7.817524923603841585e-04,-1.547323907172367579e-03,8.563538201824092040e-04,2.179438005926386673e-03,-1.438220961123100848e-03,-3.173032038196162488e-03,-1.409723009380095754e-03,-3.550920664392969578e-02,3.414918892218884311e-02,1.646067931332126713e-02,-2.334895985525012319e-02,-9.881149226602412711e-03,-1.158965917784974750e-02,-1.384236656767521721e-03,-2.152932168797473331e-02,1.886375566869011658e-02,2.523039824330145647e-02,-6.867587286411405527e-03,-2.816099550429896725e-04,-7.975404605523998304e-04,-1.621715339315864604e-04,1.584979817214923585e-04,-2.216789795793621797e-04,-7.618583590713234790e-05,-4.181115973796976654e-04,3.954258064134453816e-04,-5.602373701626585508e-04,-9.624251336134020691e-04
-3.896662616330974060e-03,-9.877957510916090720e-05,3.645886945662406980e-03,2.106898542775379607e-03,2.127594288215195750e-01,2.027008849122184739e-04,-3.668125457758056231e-04,-3.087075131963196335e-03,-1.067787150484588755e-02,-3.607430103191992810e-02,-1.398868209587591366e-03,-4.372847631872945479e-03,4.840686130828473765e-01,-3.933260883462170732e-01,1.099746027486909195e-01,-1.256942360001830628e-01,3.459650910061831119e-01,1.000000000000000000e+00,3.496649798786367728e-05,7.769527283072347494e-06,-3.692122148626158330e-05,-1.684109448601257093e-04,8.144540191573520745e-05,-1.312684318116133801e-04,7.214533090026282189e-04,-5.511402648541730833e-04,-1.044830614139467210e-03,8.768403861699902322e-04,-4.162345665738735102e-04,-2.695682415621737248e-04,-1.619957078501683013e-03,1.004801760155334990e-03,-1.859223015287548696e-03,-6.315155041518042615e-05,-2.500410522864072570e-03,-7.034370719578803520e-03,-6.687712203421692855e-03,5.634445204907698526e-03,3.698869961033066523e-03,-5.094337530398019773e-03,-1.312568366290509797e-02,-1.465633359526284651e-02,-2.391479436184851433e-03,-3.784366131806551903e-02,3.045967088290199576e-02,6.093930331348534207e-02,-1.716512474689492473e-02,8.645207437566266228e-04,-1.093288831556952405e-03,4.150652429810860957e-04,-4.188992827552063224e-04,-4.768436155848696607e-04,-3.481064126649689727e-04,3.254556241073509166e-04,-2.730656724206192553e-04,-3.063477514259359269e-03,-1.337766825864863257e-03
-5.661856224836878332e-04,5.459280702334584753e-04,5.102966432575938190e-04,4.937823265995728086e-04,5.843852771638855073e-05,-1.115636185011626841e-01,2.006028387478956152e-05,5.150512854283001484e-05,-3.338095645617766838e-05,-4.210586049839697468e-05,-1.669708158070246589e-05,-3.535932278898312200e-05,5.741061307471100061e-05,-6.564233379308912235e-05,3.357149734554412332e-05,2.462612418501171146e-05,-7.758089670912647997e-05,3.496649798787941177e-05,1.000000000000000000e+00,-9.184384643584168062e-01,-4.130955704215700797e-01,-7.769458191618081044e-02,5.066399840657831444e-01,-1.765173541050324424e-02,-7.363124027481060042e-05,7.411332897396062159e-05,6.373958230366618999e-05,1.418016312307294091e-05,6.705518689078878857e-05,1.514830352089645175e-05,-3.040753797232201983e-05,1.451484682969084332e-05,4.762526994915681090e-05,-2.951355517623275855e-05,-7.130964069199466088e-05,-1.907282333846316260e-06,2.233298020912823925e-04,-3.184418104198623312e-04,3.263038157708221597e-04,-6.606158225515289814e-04,-1.708809463711801965e-04,-2.797983020677006528e-04,5.428218357123092059e-06,2.095085953527095826e-04,-1.965251262898509927e-04,-2.302997629917937134e-04,4.722149514306864352e-05,-2.175997213257423090e-05,1.015784975148394647e-05,-1.220713734469494006e-05,1.182426889001500099e-05,3.200576006304121992e-06,9.194505415534768818e-06,1.916274234872838080e-05,-1.736380632116455737e-05,-3.291071062675077788e-05,8.192788464859343105e-06
2.981771816088353935e-04,-2.830332478379839396e-04,-2.510201331716645787e-04,-3.517981194842667819e-04,-2.634262829265812737e-05,9.310171582841914040e-02,-1.570219830179406402e-06,-2.218841974804463957e-05,3.979985511581050022e-05,1.117082923170839993e-04,6.133371489963538759e-06,1.812698469507632477e-05,-1.235292215945206524e-05,1.948385112955771528e-05,-1.597240939799984431e-05,-1.141734186328131475e-05,4.525829422409732177e-05,7.769527283026218079e-06,-9.184384643584179164e-01,9.999999999999998890e-01,1.055592915711714569e-01,-6.314419488584460671e-02,-2.513543501450916096e-01,-7.703359283955101000e-02,3.457190958881455154e-05,-3.462314089279773082e-05,-2.651771424665771561e-05,-6.444298108021771910e-06,-2.783582637074056779e-05,-4.179213404374317907e-06,2.199117364790879292e-05,-1.087050406639529722e-05,-2.322093530082502071e-05,1.607416841204764937e-05,4.897155480516431671e-05,2.365347778742036444e-05,-9.080700821244938354e-05,1.458564228121399351e-04,-1.679939305076797948e-04,3.738818438143871859e-04,1.663032233254997455e-04,1.456097060816669518e-04,-4.046401572676477895e-06,-2.017208542831959548e-04,2.121482122538472588e-04,7.248268735561096121e-05,-4.136211946371734196e-06,1.136494035652670254e-05,-7.264453624131607725e-06,6.740896030668593931e-06,-6.560178248157682986e-06,-1.466780234339973996e-06,-1.276114537321747004e-06,-1.128876807413131069e-05,1.024174998761740897e-05,1.762172882266126246e-05,-5.884597981659618160e-06
8.412578193025513525e-04,-9.396268757091704804e-04,-8.291074680656987644e-04,-1.041558530095859506e-03,-2.039071075738033514e-04,4.611661608399454382e-01,-1.004606819054564552e-04,-1.493058024908952900e-04,-8.360978836406747928e-04,-7.843432231946103174e-04,9.719838903736470112e-05,9.010250938544194757e-05,-7.556924969084985889e-05,3.873189457651583621e-05,-2.732245475076300315e-05,-1.379011493675304494e-04,1.175556487128324940e-05,-3.692122148617500975e-05,-4.130955704215646951e-01,1.055592915711659474e-01,1.000000000000000000e+00,3.761806118102212770e-01,-5.123222677841862138e-01,5.272999451742967914e-01,1.743747063506000887e-04,-1.258821683227296815e-04,-2.275107578858974271e-04,2.268789180910278625e-04,7.793415508437912529e-05,2.510643735326580249e-05,1.603051050210638507e-05,-8.279260660522315768e-06,-1.069217053365977644e-04,5.994645830775195678e-05,4.463276242851224688e-05,-1.569391746531251155e-04,-3.469913048076081344e-04,4.432638905402530322e-04,-8.180299996233377294e-04,6.330327019450865357e-04,-3.467186096611283674e-04,3.530791922054504067e-04,7.794952263900627328e-06,2.913313154938544365e-04,-4.373635116984343502e-04,7.081416436760793647e-04,-2.139997728772609516e-04,2.390229677326067596e-05,-7.180554367956228701e-06,7.387798017742683278e-06,-5.935854499245217315e-06,-5.411008424731190615e-06,-1.044653204343623499e-04,-3.842972204025601590e-05,3.542698273163600648e-05,7.846261915498209459e-05,-1.313370361366575732e-05
1.639962597081151953e-04,-9.290792358522346063e-05,-1.909210863681645839e-04,9.413081470828414243e-04,1.057499800249975254e-05,-4.047811037823029756e-01,-1.032770443955064334e-05,7.218967940763542604e-06,5.643827981939474525e-04,-5.388277129435263551e-05,-2.409912797163953204e-05,-1.895822630285129261e-05,-1.263300990076789729e-04,1.309471659256617653e-04,-2.734154519185036264e-05,-2.257635795883574086e-06,1.271469418930106133e-05,-1.684109448601155449e-04,-7.769458191617850673e-02,-6.314419488584734064e-02,3.761806118102207219e-01,1.000000000000000000e+00,-3.182138760571324720e-01,2.318742029490006296e-01,1.120727714177465591e-05,-2.973347490602605583e-05,1.364987155381710727e-05,-8.602403515220868738e-05,-1.136720932950131049e-04,-3.751181766441687431e-05,-1.901855191328139351e-05,1.223302639028280973e-05,5.090065761626035671e-06,-1.177644721536167744e-05,-3.060279305183033770e-05,-4.973506108878555059e-05,-1.672285786930258233e-04,1.775243189329092739e-04,1.105900515151410672e-04,1.470544154941105851e-04,-1.107991138066530062e-04,7.889161665357653688e-05,-3.661340128262905768e-06,1.661234142231113862e-04,-2.063590210621736869e-04,1.663259493995808609e-04,-5.878423878857315507e-05,9.269646116095071976e-06,6.815413122456693864e-06,6.337756871138061765e-06,-6.678716103782443903e-06,-1.426436000027639058e-06,2.771561878222432394e-05,1.346673185836593550e-05,-1.274973069110208582e-05,-1.922192687679011341e-05,1.119834623186411558e-05
-1.057581007000304779e-03,9.796135017373231845e-04,9.349694486171718525e-04,6.518401533423621302e-04,8.385774216851253941e-05,-8.381798081923989840e-02,1.954603966779265993e-05,7.500229119228367597e-05,-3.637008846329162410e-04,-2.588481770121254426e-04,-1.125556059308645068e-05,-5.191802103887880964e-05,1.188320135027990884e-04,-1.428878024872319010e-04,6.784498991185657015e-05,3.499422230235716341e-05,-1.553003750970027277e-04,8.144540191573993728e-05,5.066399840657834774e-01,-2.513543501450914985e-01,-5.123222677841886563e-01,-3.182138760571335268e-01,1.000000000000000000e+00,5.952106989100637569e-02,-1.226049309120131182e-04,1.331983936217485389e-04,8.672577938241302574e-05,7.137766505781814738e-05,1.592097312829630852e-04,3.735992456861153717e-05,-5.833734806716314578e-05,2.727606424077903518e-05,7.644877907925221234e-05,-4.746488857360955385e-05,-1.371398652989411855e-04,-3.303004253621313874e-05,4.095273090884965213e-04,-5.919863767329507911e-04,5.050160381926120006e-04,-1.283591655732858579e-03,-4.261616557068015061e-04,-5.229958318438246738e-04,1.390879803845054488e-05,4.988797130601622725e-04,-4.981539073419177311e-04,-3.618784205577110454e-04,6.100463954190679249e-05,-4.214180855037928712e-05,1.901801441432968793e-05,-2.506689311086656327e-05,2.461241679569759608e-05,5.756097455887685042e-06,-6.009139725720657950e-06,3.007649491794150002e-05,-2.703583100003456000e-05,-4.934028395416018502e-05,1.284568459964916968e-05
6.060848456171342644e-05,-2.442069546617016461e-04,-2.504335389615213467e-04,-3.434402686711751835e-04,-1.420776811062692327e-04,2.324573799284294917e-01,-1.365033768616869350e-04,-1.224802906592888530e-04,-1.296074658180584394e-03,-1.367420868796676145e-03,9.887315032466238609e-05,6.014153789206187057e-05,-9.145529301277045744e-05,3.497094397392909963e-05,5.659098253306940249e-06,-6.946867631193978014e-05,-7.720951925955414977e-05,-1.312684318116619524e-04,-1.765173541049987888e-02,-7.703359283955431291e-02,5.272999451742956811e-01,2.318742029490006573e-01,5.952106989100797163e-02,1.000000000000000000e+00,9.835233773156120589e-05,-5.864727871352999383e-05,-1.865915428180767318e-04,1.860862477093876903e-04,8.642747460785818621e-05,1.083318125590433321e-05,-4.933595689156423020e-05,2.417553103889705127e-05,-6.530369890739796057e-05,2.719977325891175749e-05,-9.728006999421595267e-05,-2.843556269711566570e-04,-2.374168866287202631e-04,1.885368123463502610e-04,-4.642505672886810186e-04,-3.400999466189458384e-04,-9.771182435387576470e-04,2.794386018392043037e-05,2.300864196670197623e-05,1.079835311137693427e-03,-1.302383190334980905e-03,6.571159928694831351e-04,-2.655642234247761104e-04,-3.534243470928076963e-06,1.403986416638663651e-05,-1.031631554185541366e-05,1.151757186216180474e-05,-2.706051342124917996e-06,-1.185472759890739494e-04,-1.408375512115309008e-05,1.349895307979086153e-05,4.640346879418939037e-05,1.918998553455736241e-06
-1.869490622557162633e-03,1.165333685759932947e-03,3.140489687360191982e-03,3.832153149598308602e-03,2.049000769069435346e-03,1.803108694904437422e-04,-7.919137093741544786e-02,-1.266734492661817420e-03,-6.916105413054060222e-03,1.049722857595095446e-04,2.798850649412111080e-04,-4.496303299302145131e-05,8.475729350274292849e-04,-7.940135714665103863e-04,1.054485850280141839e-03,2.193825030411229520e-05,5.859784526767563423e-04,7.214533090475060573e-04,-7.363124027495642561e-05,3.457190958888890070e-05,1.743747063501537226e-04,1.120727714170338148e-05,-1.226049309121217553e-04,9.835233773203608644e-05,1.000000000000000000e+00,-9.808450170348227415e-01,-7.616168783742751636e-01,-4.158302079628338754e-01,5.471451348384430702e-01,-8.397735915113220539e-02,-4.086180211007245443e-04,1.503330358533533524e-04,-4.502283288807449571e-04,-5.681572953972979193e-05,-1.013658661570618130e-03,-5.770214960761814796e-04,-1.872014123606778428e-03,2.282160523160910517e-03,3.530351814200203609e-04,-6.093561445868157442e-04,4.537198569892521294e-04,4.660899041403147001e-03,4.746048666688953831e-06,-3.783422910415282702e-04,3.429286668266866896e-04,1.367480617621982060e-04,-1.375166655678687112e-04,-1.451522895675258365e-04,1.117791689439099701e-05,-2.005116418132825656e-04,1.954193956192403912e-04,2.382720148408367961e-04,1.083856086321060175e-04,2.232702040209941113e-05,-2.013537485809976737e-05,-4.086351040839750475e-05,7.680101255741490481e-06
2.705313771674422267e-03,-1.907510293329943733e-03,-3.302218170381641081e-03,-2.868162299583285751e-03,-1.548497145834103281e-03,-8.963264957370629146e-05,2.076823335483855837e-02,1.526319550494120497e-03,9.155641097848252891e-03,4.271122260106171220e-04,-2.420619351431860982e-04,4.410834025485459750e-05,-5.969130016691373986e-04,5.432160135657734075e-04,-7.887261245871886664e-04,-1.909024017817023122e-05,-7.146670151302349488e-04,-5.511402648996415951e-04,7.411332897411421238e-05,-3.462314089287897145e-05,-1.258821683222748858e-04,-2.973347490595163890e-05,1.331983936218598594e-04,-5.864727871401388004e-05,-9.808450170348225194e-01,1.000000000000000222e+00,7.182530237142694673e-01,5.031944246021564648e-01,-4.608129567501387247e-01,1.796343465465291833e-01,4.315305035115866560e-04,-1.488053960910536557e-04,5.714478629126999460e-04,9.400453938083670361e-06,1.096201255798093417e-03,6.971329535585629950e-04,2.620414935362990350e-03,-2.993855112896892916e-03,3.816610323898848725e-04,1.745612580667709997e-03,-2.759945196973357306e-04,-3.677310077891040446e-03,2.051611422905793008e-06,7.493332921040666596e-04,-6.589318092199801654e-04,-1.650228043423187358e-04,5.082131870211412843e-04,1.470358027531535597e-04,-9.773661473087636166e-06,1.937033997218118146e-04,-1.894379917448674449e-04,-2.051526153507366237e-04,-9.388924421043852821e-05,-2.143943202338771906e-05,1.955480325563327233e-05,3.988745213794385138e-05,-8.395481190970170444e-06
5.894214119422559565e-03,-3.725944320548653724e-03,-5.133559337964084014e-03,-4.067062944622382679e-03,-3.672164145244734973e-03,-2.705183946747694566e-04,6.168976663857289600e-01,4.073132688630705009e-04,2.155321513110488446e-02,-9.828135509929261139e-04,-7.679026181649113974e-04,1.549762641062167698e-04,-1.395906552133788486e-03,1.011050069332383684e-03,-1.097533229751279779e-03,1.813906390965129578e-04,-1.720713721642234267e-03,-1.044830614172283191e-03,6.373958230377653467e-05,-2.651771424671575092e-05,-2.275107578855709196e-04,1.364987155387020099e-05,8.672577938249474748e-05,-1.865915428184233512e-04,-7.616168783742811588e-01,7.182530237142757956e-01,1.000000000000000000e+00,4.153527041208040504e-01,-3.840279213531195834e-01,2.901209816082960316e-02,1.130588360633242315e-04,6.355519218027954047e-05,-1.138266366749184246e-04,-2.019601667529682224e-05,6.839068039579681993e-04,-5.679744487716528213e-04,5.235091516512305025e-03,-5.714013397303912417e-03,1.442739190828032586e-03,2.488195249271789311e-03,-1.156022214033164495e-03,-1.394496690469544664e-02,1.597346341291141199e-05,1.087024166391096450e-03,-1.251949245270026975e-03,4.025305218855997416e-04,-3.861998382196388745e-04,4.196245443612607725e-04,-2.664199404569640798e-05,5.157169481621070358e-04,-5.033195252415903573e-04,-5.928501818642508900e-04,-3.160571585225504057e-04,-7.358100728192037282e-05,6.773748531175063090e-05,1.390735552652924061e-04,-3.113678136166195818e-05
2.596351657131156128e-03,-2.410905077740453477e-03,-4.496073721573983569e-04,3.043004642484995088e-03,1.894995778976578350e-03,4.393496883622350626e-04,-9.537421759263534082e-02,2.431809548022168064e-03,5.416259892033543910e-03,4.202287457638272951e-04,-2.336795184307492138e-04,2.393884041222415224e-04,9.596510845689966126e-04,-9.813969292859104233e-04,1.212023283315536836e-03,1.331651062942885056e-04,-2.286237136198111279e-05,8.768403861473521993e-04,1.418016312315244343e-05,-6.444298108064453900e-06,2.268789180912557347e-04,-8.602403515217160767e-05,7.137766505787556943e-05,1.860862477091439887e-04,-4.158302079628367065e-01,5.031944246021593514e-01,4.153527041208032733e-01,1.000000000000000000e+00,5.800642993504438044e-02,1.724295739153709761e-01,8.093900147748975336e-05,9.192246219958308240e-05,1.154852436538632114e-03,-4.961873189545506352e-04,5.304874985586807267e-04,7.209526405431555904e-04,1.828530727726295109e-03,-1.801751584897850512e-03,3.327673868827553589e-04,1.697468285514279040e-03,1.596450861222592065e-04,-5.243241702767418091e-03,6.126305237744394776e-05,3.532932859939437171e-04,-3.989080860626790202e-04,4.474354349319348560e-04,-6.165684778686891278e-04,1.781743985041591338e-04,-2.560060849936187933e-05,1.827433071269370232e-04,-1.780873430394074042e-04,-1.952725514625190380e-04,-7.298626233841345274e-05,-1.027999349631178889e-04,9.551110516536929303e-05,2.095292798358717524e-04,-4.069497092774721191e-05
1.636753006745909900e-02,-1.236672034222332378e-02,-1.058471208236357562e-02,1.158053455980108523e-03,-4.003695825214815737e-05,2.974980934125925382e-04,-2.257580640778597825e-01,-2.709574774399864730e-03,5.889592093090931235e-02,4.755214567525421418e-03,1.673916476082787136e-04,-5.294891139745553374e-04,3.642730162363170599e-04,-7.500464457265883234e-04,2.836840198766661528e-04,-1.309676831537281484e-04,-5.117757135781775268e-03,-4.162345665529296516e-04,6.705518689071458848e-05,-2.783582637070077757e-05,7.793415508417353345e-05,-1.136720932950470539e-04,1.592097312829059206e-04,8.642747460807955319e-05,5.471451348384493985e-01,-4.608129567501451640e-01,-3.840279213531223590e-01,5.800642993504255551e-02,1.000000000000000000e+00,1.500500818255255664e-01,3.239340261926106405e-04,-8.118736034303254668e-05,-2.001504022692213863e-03,5.755206260982338512e-04,1.166543865774612512e-03,-1.093281684844587274e-03,2.316730557258668208e-02,-2.256210286366241990e-02,1.132708007234656256e-02,3.106991006452562709e-02,3.266097506992468764e-03,4.026428306356351176e-03,-5.385180611969345131e-06,8.602116859992462589e-03,-8.464983629033999077e-03,-3.383976082623584968e-03,1.652120400884701714e-03,8.879189709156470531e-04,7.958366852921984372e-05,5.617009339064812749e-04,-5.565500995175976700e-04,-6.299141601881030981e-05,-3.268809035300406629e-05,2.293371281453999749e-04,-2.077129785975960030e-04,-4.641514930295088698e-04,5.961544520497553739e-05
