O $a$ ,O $b$ ,O O ,O Al ,O Mg ,O S ,O Si ,O Th ,O U ,Fe CaO ,Fe KO0.5 ,Fe Ssil ,Fe SiO2 ,Fe ThO2 ,Al $a$ ,Al $b$ ,Al Al ,Al SiO2 ,Ca $a$ ,Ca $b$ ,Ca Ssil ,Ca SiO2 ,Ca ThO2 ,Ca UO ,K $a$ ,K $b$ ,K K ,K SiO2 ,Mg $a$ ,Mg $b$ ,Mg SiO2 ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S U ,S SiO2 ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,U $a$ ,U $b$
-8.064168957234780919e+02,6.772970615247029811e+06,3.450573541635426409e+03,-2.141432348983341853e+03,5.425031083107308405e+03,-1.483156463793747889e+03,-1.699439972942466738e+03,-1.101765812577792967e+05,-7.673901347477938543e+03,6.113892819910377502e+09,-2.253132641558948755e+08,1.954460118309362233e+08,-9.435284680189993978e+07,1.983204143782717943e+09,-1.911576591973722316e+03,2.801105793937345967e+06,-2.039964002351772069e+04,6.191077747262146473e+08,2.134085465286712133e+04,-3.170492133818541169e+08,1.333038590973562241e+10,1.038800172405772591e+10,8.043182129210115433e+09,6.911543361438206673e+09,2.392336502809559533e+03,2.682917024452419486e+06,4.731161698362273164e+05,-7.770396914518004656e+07,-1.975235524481502580e+03,1.052818979957357794e+07,3.742480691690524817e+08,8.048582151851332128e+03,-3.874243136063761264e+07,-2.759698428254301543e+05,2.524234809110334027e+04,-1.359810077520445702e+04,8.100242189472990049e+02,7.918546128980848789e+08,9.729500463484291686e+02,-2.411276120329603553e+07,4.962280801864500972e+03,1.508278230792780505e+03,-1.364611661080782687e+04,-2.633246380465222956e+03,-9.681752050692146440e+03,7.821782092848643661e+06,-1.753689513057696786e+03,1.396732601399952313e+06
-1.625049705572617711e+02,1.201827323077038676e+07,1.259253911684665582e+04,-3.161603060468762578e+03,1.024315701434679613e+04,1.082554127239692752e+04,-3.873531155147101344e+03,-1.163823329436784115e+05,-6.428161468311875069e+03,1.514471229957212639e+10,2.533299205849753916e+08,-3.766063046575593352e+08,-1.874164567884261012e+08,2.511052944904300213e+09,-7.671008072131839072e+03,3.560072086776190251e+07,-9.722242135145627253e+04,7.153359784092339277e+08,5.875787765651851805e+04,-8.155148350310777426e+08,1.038800172405797386e+10,2.682690867690506744e+10,1.985784032694493866e+10,1.588589833931552696e+10,4.214901161759732531e+03,-2.152715675199398026e+07,8.166356294915548060e+05,1.513550536166834831e+09,-6.404052746005912013e+03,3.174945991562660784e+07,1.010262817177358866e+09,4.071973169312187792e+02,5.561138926183722913e+06,1.250192864588508428e+03,-3.066439401945854115e+03,6.299809934704072475e+03,-3.806500198445465344e+02,3.068569850740432143e+08,8.865180704613213720e+02,-5.590390885553213954e+07,1.012986047401299729e+05,1.443593853597571524e+03,-5.703680227217004358e+03,3.134188863525038869e+03,-7.214432181437585314e+03,-1.070918402853394113e+07,-3.510897215845145070e+01,-4.763253888486509211e+06
1.271810676098317117e+03,-4.994237290068950504e+06,9.807740351228077998e+03,1.237750515259653184e+04,1.153168620479555102e+04,8.236715290767817351e+03,-6.078263226440753897e+03,1.622411126368093537e+06,-7.091518302162418877e+03,1.372958491695779228e+10,9.433581772029733658e+08,-8.659436183190547228e+08,1.650568364930085540e+08,8.002730797733045578e+09,-6.732780808604043159e+03,4.236921188168548793e+07,-7.784579148164937214e+04,9.122217006977970600e+08,3.764746949474450230e+04,-5.941972323341203928e+08,8.043182129209292412e+09,1.985784032694550705e+10,6.744905700709315491e+10,1.647269966671134377e+10,9.496691973441610344e+02,-1.281048448327860981e+07,4.544356875802053255e+05,1.395804390280129910e+09,-7.592130646651351526e+03,4.848226732971893996e+07,6.276361451346497536e+08,-5.333841322204820017e+02,1.518244254932980239e+07,9.072430798237817362e+04,-4.671081513646255189e+03,1.291356957843720556e+04,-5.522415479230548954e+02,-1.715754337617683113e+08,-1.129432117640424849e+03,-1.277262424776907451e+07,-8.807129794531243533e+03,4.912980494195075153e+03,-9.869910858522975468e+04,7.990243174429711871e+03,1.466476804189700342e+05,-4.016559066848950386e+08,-1.752491935445120532e+02,1.306248092170903459e+06
1.077169547250607366e+03,-4.533461795135142282e+06,6.383381980378486332e+03,1.106072869424230703e+04,1.036905565536292670e+04,8.417747443620171907e+03,2.130067941880466833e+02,-2.820090811313238810e+05,2.201713032160552102e+05,1.047680659452085495e+10,4.008639151242656708e+08,-2.705306196432309747e+08,1.035317451886147261e+08,5.422216244670165062e+09,-4.647756909404161888e+03,3.251436050533213839e+07,-6.762703027286070574e+04,5.404695860754342079e+08,3.392614924360817531e+04,-4.869693101146990657e+08,6.911543361437940598e+09,1.588589833931501007e+10,1.647269966671066475e+10,4.109837708649449158e+10,1.680588063537930338e+03,-4.729096027692514472e+06,4.850421882945189718e+05,6.638652229508132935e+08,-5.644577819588774219e+03,3.848574707809622586e+07,3.303320986551531553e+08,-3.397651619033528618e+02,4.115442706730112899e+06,4.396891964674725750e+04,-2.154082209015249646e+03,3.833870266392818394e+03,-6.071382699396726821e+03,6.942605782528537512e+07,-3.755739125756430781e+02,-7.748858412350653671e+06,-2.978347330712921757e+04,1.930291863474290267e+03,-2.548330766528070308e+04,-3.630342792561329406e+04,-2.278998211176030600e+04,3.426700790586337447e+07,3.636234365296643955e+04,-1.276315027349481285e+08
-4.635664093357942314e-03,2.495421639884229137e+01,-5.438058700161061028e-03,-1.386170451125007079e-02,1.304452194025166592e-03,-2.372264559678090995e-02,-1.515224842822397375e-02,-4.474830570516632328e-02,3.588134773894356006e-02,2.022475230800662302e+03,-2.470865924635823376e+03,1.534373186880971573e+01,-3.262388163771319114e+02,-2.019407555627828970e+02,2.092094034488340207e-03,-3.552079933955756985e+01,-2.298374256803508917e-02,6.089035637599120037e+02,1.662288723460587231e-02,-1.646894899655605684e+02,2.392336502809795093e+03,4.214901161758843045e+03,9.496691973426031836e+02,1.680588063537364178e+03,4.830821103618487822e-02,-6.242479711395085928e+01,6.014251416744476941e+00,-2.706503455574976670e+03,3.788610728695277277e-03,-3.105912088518757486e+01,5.585671119749381432e+02,3.966554133848554701e-04,-1.303223729782937212e+01,-6.941452315729614020e-02,-4.262624727581727085e-03,-7.805805017741134812e-03,3.335357790562981130e-03,6.089038795043545633e+02,7.570648399786857833e-04,-4.130275279744012806e+01,1.007634745529418507e-01,8.330536502504171451e-04,1.008443441618279415e-03,-9.513021559536993972e-04,-7.456538303101306608e-03,-3.717897374229680807e+00,8.882343220914490052e-04,-8.928200713750603867e+00
1.474054225079213332e+01,-1.493215593519794638e+05,-3.197555492136129729e+01,1.456438738526688041e+02,6.556877111564779170e+01,1.166725039011425338e+02,7.575198957253874710e+01,-1.178689335559759229e+03,3.210743239263857873e+01,-5.069802214635852724e+06,-6.770232974571520463e+06,6.129445408781448379e+06,3.083851573088351171e+06,2.541746853860503528e+06,1.106627901007041359e+01,1.126507817507804721e+05,-2.191725993161173278e+02,-2.913243966810167301e+06,-3.507264067588153011e+01,5.908891547100291355e+05,2.682917024449867662e+06,-2.152715675199772418e+07,-1.281048448327646032e+07,-4.729096027691507712e+06,-6.242479711395082376e+01,5.458066552244992927e+05,5.002080403133849359e+03,-1.993268540155126527e+07,-4.024417835212857675e+00,1.486105286480556824e+05,-4.792804892299168743e+06,1.523950701029161259e+01,-2.133813773632872617e+05,-4.672459293233089284e+01,4.423530561729781141e+01,-1.230540499111924788e+02,1.793836605375852145e+01,4.508605884364812635e+06,-2.103853767601887981e+01,3.978570472142852377e+05,-9.541077126524974119e+02,-2.397584910902812450e+00,-1.636232820101992331e+02,-5.495338426550849675e+01,-1.340554558642213578e+02,4.797910023268692312e+05,-2.273357384380437907e+01,1.236670450565332285e+05
1.625114355601128824e-01,-1.896205066921329774e+02,1.597931713686721267e+00,2.019617454948860580e+00,2.457589467084666079e+00,5.239758631125961408e-01,2.680683489101948203e-01,-1.979666216433776427e+01,2.919196610160884386e+00,5.222669493675035192e+05,-2.688738255268325447e+05,8.260970301326097979e+04,9.318061132918775911e+03,-5.443748449008020543e+03,7.248397450586463453e-02,1.112065092715049559e+03,-1.579600366139764667e+01,-3.337263857424024172e+04,2.518876458073615154e+00,-2.843392174777768014e+04,4.731161698361946037e+05,8.166356294913666788e+05,4.544356875799765112e+05,4.850421882944034296e+05,6.014251416744590628e+00,5.002080403133395521e+03,9.150720863225305948e+03,-4.012866027087535476e+05,1.501469791383639452e-01,-6.401235151528885581e+01,2.888113988564348256e+04,1.041568810639171283e-01,-3.459534156605964199e+03,-6.848045792480892402e+00,-7.645297315335953803e-01,-2.443752732203811284e+00,4.823316655092852456e-01,1.241047308602557750e+05,-5.972742652319755763e-01,6.881617645219131418e+02,2.028696285257084853e+01,-6.961435788284969783e-02,-2.094999021523317850e+00,-7.974411196612473107e-01,-2.269921913668006663e+00,5.175522729061669452e+03,-2.327090597460342025e-01,8.353364871826198623e+02
1.372901072350663583e+02,2.995615639627106488e+06,3.044931908154112080e+03,-5.774721870359485365e+03,-3.227592107165040488e+03,-2.860532829751503868e+03,-1.711716247963402793e+03,7.260890818975577713e+04,-5.160292468221542549e+03,6.216532386594727039e+08,7.241142003670126200e+08,-2.836969774635159969e+08,-3.553189425283186883e+07,-2.429896354591989815e+08,-1.314631237600952090e+03,1.380307600234689191e+06,9.444045904291006082e+03,1.913816594337826669e+08,1.419924228158038204e+03,-3.577755142572534084e+07,-7.770396914516951144e+07,1.513550536166938305e+09,1.395804390280042171e+09,6.638652229507730007e+08,-2.706503455575003500e+03,-1.993268540155077726e+07,-4.012866027087454568e+05,1.534204687327960968e+09,-6.457513410570091992e+02,-1.660529904210590292e+06,2.928882214354287982e+08,-8.130779245223957332e+02,1.258178560420255736e+07,7.172754144534508669e+03,-2.021746928234133520e+03,6.932208291649626517e+03,-1.380767774122251012e+03,-2.495952430767495930e+08,1.356726839126650077e+02,-1.398833244234241173e+07,4.404373794484257814e+04,8.603389374520925514e+01,7.791115936110214534e+03,2.754945959845018024e+03,8.240966987931995391e+03,-2.257525347014721856e+07,1.121690033969789738e+03,-3.623527645903996192e+06
-2.543531175331655795e-03,2.991026867142547374e+01,9.587641929367951999e-04,-3.678159467704481683e-02,2.895680000455086445e-01,-9.954246981250492246e-03,-1.804777585725285058e-02,-1.064971840855683388e-01,7.772073237891806083e-03,-5.899373250824927709e+03,-1.092354762937595979e+03,-2.161401170798507678e+02,-5.240010616872820037e+02,1.224469263768984547e+03,6.127543029188225673e-03,-8.128713894950061558e+01,8.146802859026874843e-02,1.124624043181346906e+03,-1.039280185507530582e-02,1.851884722852808807e+02,-1.975235524481157199e+03,-6.404052746006067537e+03,-7.592130646652082760e+03,-5.644577819589343562e+03,3.788610728693897738e-03,-4.024417835212155126e+00,1.501469791380773133e-01,-6.457513410569188181e+02,2.553703931545386885e-01,-9.708011912733791178e+02,9.166517220150583398e+02,3.258924858830581587e-03,-1.624714983982083538e+01,-1.033801615693658027e-01,5.771987416475600659e-03,-7.312129643956674988e-03,1.353967693535918339e-03,7.605432098942803805e+02,1.678615280002464195e-03,-6.524914372629073966e+01,1.571527453039351929e-01,1.898605397410643714e-03,-1.697535340084541490e-03,8.132455162682137098e-04,-8.437324562547955653e-03,-1.913664106880202453e+01,2.114192338318323045e-04,-1.226278319779857284e+01
3.005252540604545430e+01,-3.478391248762913747e+05,-5.536912883418747100e+01,4.190955451118414885e+02,7.806757129700061171e+01,1.057525126511834799e+02,1.971525679123124917e+02,-1.649840930465047677e+02,-8.685909939282493042e+01,3.800929553981670737e+07,7.082148314785031602e+06,4.668107508850905113e+06,5.837845220599764958e+06,-2.892747025012222119e+06,-4.109383060552055156e+01,7.938336498704216210e+05,-8.783032065638861923e+02,-1.501195162763642520e+07,4.226644593942664585e+01,-8.859553491877391934e+05,1.052818979956941865e+07,3.174945991562823951e+07,4.848226732972691953e+07,3.848574707810158283e+07,-3.105912088517295189e+01,1.486105286480310606e+05,-6.401235151258505596e+01,-1.660529904211054323e+06,-9.708011912733769577e+02,4.191035686852963641e+06,-1.226316418419056013e+07,-3.064841691577086280e+01,9.780162965663778596e+04,8.629115380500294350e+02,-3.986758002753928309e+01,3.091889499832969079e+01,-3.976416007721848445e+00,-6.940605606736361049e+06,-2.065057532321804601e+01,8.106981720298245782e+05,-1.878933584221445699e+03,-2.629445096901047307e+01,-1.042491175640188175e+02,-3.404434491846667754e+01,-3.092825504237314860e+01,4.777574629456877010e+05,-1.621403965765854593e+01,1.671689334782707156e+05
-2.676321520238760172e+02,6.108777246574721299e+06,2.585728527377216778e+03,-1.022782733359585836e+04,-2.442806474247603091e+03,-1.119979305393949289e+03,-4.758396615095675770e+03,3.229929355323817072e+04,4.757215503014990645e+03,3.274466400611365438e+08,-4.283459382218918204e+07,-1.237865111609665453e+08,-2.612534386696826667e+07,-1.973431333504633605e+08,9.078859439220684280e+00,-1.380302767838334292e+07,1.485917715934116131e+04,5.508702784008102417e+08,2.297357148940123352e+03,-2.972802172043154016e+07,3.742480691691435575e+08,1.010262817177264452e+09,6.276361451343241930e+08,3.303320986550493836e+08,5.585671119746243676e+02,-4.792804892297917977e+06,2.888113988561343649e+04,2.928882214354122281e+08,9.166517220149395371e+02,-1.226316418418989144e+07,4.643862062895492911e+08,7.208395590361824361e+02,-9.796381769860736094e+05,-1.676818299282429143e+04,2.703821663158292381e+02,-4.139483623483587849e+01,-7.745185307010852682e+01,2.009798892127295732e+08,-5.800600842952547964e+02,-1.806037105561428517e+07,5.255887765343031060e+04,9.518946108982603391e+02,3.894955780891267750e+03,1.128735875128929365e+03,3.199676163789425573e+03,-1.328477988218850456e+07,7.950451849925481156e+02,-2.545181637011887506e+06
-2.045275337340772114e-03,1.681645717844862631e+01,4.226637834330346233e-03,-8.424195325368826273e-03,-7.164894374683914748e-03,7.486580546008243797e-02,-9.531730173312458546e-03,2.128308544683875023e-02,-9.147179535293689656e-03,-6.120963855604297805e+02,-6.840490849552876398e+02,2.245687479302252427e+02,-1.068198623357783532e+02,1.943230693525962351e+03,3.857246006981530743e-03,-3.750818974674468365e+01,3.227283996703794733e-02,8.355946141538809115e+02,8.951655734661323948e-04,-1.263037693785449633e+01,8.048582151849304864e+03,4.071973169305983902e+02,-5.333841322181871192e+02,-3.397651619018429301e+02,3.966554133789150179e-04,1.523950701030088517e+01,1.041568810636518821e-01,-8.130779245220561506e+02,3.258924858822803954e-03,-3.064841691568929960e+01,7.208395590343460526e+02,1.961317184188719753e-01,-4.159505219428080522e+02,-5.259337691120575364e+00,3.038079489684477608e-01,7.369974847062464715e-04,5.746600426313306850e-03,1.886416476665529899e+03,5.415333684226558697e-03,-4.486135799624423015e+01,-1.986726614165596622e-02,7.041878632399336570e-03,-6.186875798147778221e-04,-2.191547337530559345e-03,1.001091994662280885e-03,-1.513955463372974997e+01,-2.738504509216383581e-03,4.200636868217830333e+00
2.890580900692762523e+00,-3.007393864804606710e+04,-4.083726199466276796e+00,2.022305182660784340e+01,-3.057870033458420789e+00,-1.829388796783262023e+02,-3.249771964750428310e+01,1.514124742433237543e+03,1.599009299194642040e+02,2.369332079382832162e+06,7.230879071741312742e+06,-8.127666771208563820e+06,2.493513823065117758e+05,-6.578845544546468183e+06,-2.043667144476201969e+01,1.618469120205679792e+05,-6.744222940956436219e+01,-3.091968114644410554e+06,-7.085544504094996032e-01,-8.001402583616042102e+04,-3.874243136063259840e+07,5.561138926189343445e+06,1.518244254932598956e+07,4.115442706726967823e+06,-1.303223729781160323e+01,-2.133813773633176170e+05,-3.459534156605072440e+03,1.258178560420200787e+07,-1.624714983980215166e+01,9.780162965643324424e+04,-9.796381769808798563e+05,-4.159505219428254463e+02,1.257485395513864933e+06,1.089394032752539897e+04,-6.466641150929676769e+02,3.190400106047036388e+02,-2.878508452337880641e+01,-1.769362191227707639e+07,1.642204345174055335e-01,5.989105776927356783e+04,-3.314711775622911887e+02,-2.421681385766004269e+01,1.856751805075598725e+02,7.788508313671773919e+01,1.562162938989004317e+02,-3.263070123654608615e+05,4.437133192590007980e+01,-1.066862789714935352e+05
2.341910672332338794e-01,-5.652052746403578567e+02,-4.995568006127788958e-03,-7.008188450641195111e-01,8.178293032642523774e-02,8.282315123550343827e+00,5.707264021201104987e-01,9.869105620731717377e-01,6.619903478518109896e-01,4.289569250521523645e+04,1.680175076899404303e+04,-2.529358310814147262e+04,3.154077083604372547e+03,-1.521436695337983292e+04,-5.039781287155532113e-02,1.418646689084904153e+02,2.454764412332508972e+00,1.507808819871598462e+04,2.170841380489629477e-02,-2.278222777708596141e+02,-2.759698428253807942e+05,1.250192864565172158e+03,9.072430798226472689e+04,4.396891964667370485e+04,-6.941452315713321497e-02,-4.672459293256306978e+01,-6.848045792475075721e+00,7.172754144522688875e+03,-1.033801615691205822e-01,8.629115380475288930e+02,-1.676818299277066035e+04,-5.259337691120428815e+00,1.089394032752450039e+04,2.140754617722439548e+02,-6.039679752017659276e+00,-2.871445667894972908e-01,-1.292747074927521611e-01,-4.983813165581004432e+04,1.746260412570401488e-01,4.108673562995677457e+02,-6.777013619950523093e+00,-2.848528225249625026e-02,4.886308900654553478e-01,2.538211745664145091e-01,2.354501198946050977e-01,-3.004645518876318988e+02,1.388417054454502697e-01,-2.749462176568309815e+02
-1.300768051945713419e-02,3.606048267586951539e+01,-1.322703540739913509e-02,-7.265844889449334966e-03,-8.245508940985047178e-03,8.918143533134628362e-03,-2.347559993128441741e-02,1.106479821559676613e-01,-5.261227691625589009e-02,-3.699165298229631389e+03,-1.142658076266153330e+03,1.487302896487623912e+03,-2.110723613882509255e+02,6.560698636173055093e+03,1.082321630971513383e-02,-7.887797416518128557e+01,1.924055185556453329e-01,1.416473275600640363e+03,-9.816734066011490248e-03,1.028706624581861178e+02,2.524234809110038259e+04,-3.066439401945756345e+03,-4.671081513639552213e+03,-2.154082209012241947e+03,-4.262624727590530807e-03,4.423530561730883193e+01,-7.645297315341255118e-01,-2.021746928233375002e+03,5.771987416464435978e-03,-3.986758002741884610e+01,2.703821663131672040e+02,3.038079489684493151e-01,-6.466641150929433479e+02,-6.039679752017922176e+00,1.251324513336438793e+00,7.019320609416439261e-02,9.094563506089741248e-03,3.676817444812214490e+03,2.605295090227393445e-02,-7.485592664358139814e+01,-7.283213848683182112e-01,1.021366451394767165e-02,-2.554282694757582794e-02,-1.528308490759350269e-02,1.217257481943051023e-03,-1.008748931545099126e+01,-1.134920312414598037e-02,2.195323309912145149e+01
-6.181316949639518998e-03,1.431095589445417815e+01,-9.379222526849582617e-03,3.238556870494741034e-03,-1.079170966886078796e-02,-7.306867020279983471e-02,-5.620626241846129328e-02,1.265511467928576606e+00,1.361803901797890015e-01,2.124616714222669032e+02,4.386188672011078779e+03,-7.084860359152974524e+03,-1.056226865315411914e+02,2.323053461179739770e+03,-5.692807330812322229e-03,2.696001874180807789e+01,7.781840901088001028e-02,1.807984700330069217e+01,3.194227525127992743e-03,-1.142397768972536625e+02,-1.359810077520393497e+04,6.299809934705584055e+03,1.291356957843669261e+04,3.833870266390926190e+03,-7.805805017735257569e-03,-1.230540499112095887e+02,-2.443752732203713141e+00,6.932208291649928469e+03,-7.312129643951888885e-03,3.091889499827406240e+01,-4.139483623321482497e+01,7.369974846972426061e-04,3.190400106047202371e+02,-2.871445667891502351e-01,7.019320609415025114e-02,6.707806609429923794e-01,-1.481706307688910457e-02,-1.070438657026582950e+04,4.765822773668552254e-02,-8.889892901815592552e+01,-1.399662276402644956e+00,1.525171985381936976e-02,1.552518511609863872e-01,6.655931626044198079e-02,1.318893561408500115e-01,-3.128914614532466203e+02,3.405192767145083510e-02,-9.067300874700370628e+01
1.054218031074687171e-04,-1.938152939774993255e+00,-2.045174417224226385e-03,1.284070281597880260e-02,3.204471126463357116e-03,4.762160326896098389e-03,2.740216964937555386e-03,-2.230468149944998812e-01,2.861854960809674164e+00,-3.276363173054108415e+02,-9.086523638669293632e+02,5.455006729124348794e+02,7.005980224459420924e+01,1.523652780588049382e+03,5.008067995126017774e-03,-1.657906759007315145e+01,-5.574342554261752652e-02,-3.350470346934512378e+01,1.462783038906109723e-03,2.727443847443919989e+00,8.100242189448684940e+02,-3.806500198491235096e+02,-5.522415479269704974e+02,-6.071382699399107878e+03,3.335357790587761221e-03,1.793836605374741211e+01,4.823316655103121464e-01,-1.380767774125782807e+03,1.353967693534755207e-03,-3.976416007732667790e+00,-7.745185307035831102e+01,5.746600426312130708e-03,-2.878508452337662504e+01,-1.292747074926946238e-01,9.094563506086436599e-03,-1.481706307688614860e-02,4.133418619944239758e+00,6.064256298000063907e+02,6.884160755365628616e-04,4.877498358709853932e+00,-5.635767773300776745e-02,-9.201035485887147343e-04,-2.368100364616081491e-02,7.041928468106107841e-01,-2.207152612784134965e-02,4.795698139092923640e+01,3.904237857427556579e-01,-5.196290715987523754e+02
-1.122831751239543081e+02,2.829521252167303581e+06,1.060143089258156351e+03,-5.066284319817345931e+03,-5.068952938175679606e+02,-3.409625916974542292e+02,-2.032522477317386347e+02,-4.543685184312495403e+04,-3.930157060360790183e+03,1.503266015977321863e+08,-2.195229802303254008e+08,2.376991689833176136e+08,-1.641536439229256473e+07,4.587975111985722929e+07,4.913279673275791879e+02,-1.021886113466399722e+07,8.978315204131291466e+03,3.383363406067280769e+08,1.221200219921902999e+03,-1.216538832569113374e+07,7.918546128980808258e+08,3.068569850738257766e+08,-1.715754337619740367e+08,6.942605782524715364e+07,6.089038795039689376e+02,4.508605884365789592e+06,1.241047308602261764e+05,-2.495952430767575204e+08,7.605432098940913193e+02,-6.940605606734172441e+06,2.009798892126633823e+08,1.886416476667064671e+03,-1.769362191228078306e+07,-4.983813165585931711e+04,3.676817444814476403e+03,-1.070438657026660076e+04,6.064256298002273979e+02,6.663592403632799387e+08,-4.170200533996585932e+02,-8.162576457369185984e+06,3.220008549768829835e+04,1.029071887762707092e+03,-5.320613499735860387e+03,-2.299223409927215471e+03,-4.596792067354175742e+03,7.302661750629535876e+06,-1.171103415173172380e+03,2.640220982715320773e+06
-5.076806549476788402e-03,4.133332663637850146e+01,-3.377392641956661768e-03,-5.215192408187253881e-02,-3.087698021631900529e-03,5.707950965641490904e-02,2.564934913224473437e-02,1.129150451494293911e-01,-3.756436156657583757e-03,-2.208637166911189809e+02,-1.747933907782315188e+01,-1.270281202858713186e+03,-1.299506184254097207e+03,1.770434419707197549e+03,4.620682015905847040e-03,-9.967757598783003914e+01,2.731686634426881422e-01,2.283478090407510535e+03,4.429080025275298517e-03,-5.462080171795627592e+01,9.729500463492023528e+02,8.865180704612630507e+02,-1.129432117640829802e+03,-3.755739125767154292e+02,7.570648399773061360e-04,-2.103853767602375058e+01,-5.972742652323849155e-01,1.356726839131395934e+02,1.678615280003804269e-03,-2.065057532323518430e+01,-5.800600842947796991e+02,5.415333684237554242e-03,1.642204344922137127e-01,1.746260412567191556e-01,2.605295090229054616e-02,4.765822773668170614e-02,6.884160755283759425e-04,-4.170200533992699548e+02,1.253234822337185861e-01,-2.989987183617355413e+02,-3.685027798786952857e+00,1.099195660481435029e-02,2.972826014656051660e-02,1.183774594929588517e-02,1.593712511806553642e-02,-8.959680076721517139e+01,3.247259213368280679e-03,-3.554116183533177775e+01
5.395981487617538619e+01,-6.104013451079634251e+05,-1.184972897263654943e+02,7.236930218841815758e+02,1.495864807558708947e+02,-9.162168982811156326e+00,2.102428771450010458e+02,-1.392067480271765589e+03,-5.181404982839376316e+01,-1.067398779899890348e+07,4.305854620408041403e+06,1.204072070853201859e+07,1.221701923258813843e+07,-4.010012277262946591e+06,-2.619773938676587832e+01,1.142524372882984113e+06,-1.705807860997405214e+03,-2.951703895350601524e+07,-1.547460981596977945e+02,1.891877083313102135e+06,-2.411276120330172777e+07,-5.590390885552879423e+07,-1.277262424775505811e+07,-7.748858412341518328e+06,-4.130275279741973549e+01,3.978570472142383805e+05,6.881617645256840206e+02,-1.398833244234319218e+07,-6.524914372628833803e+01,8.106981720298482105e+05,-1.806037105561605841e+07,-4.486135799637824562e+01,5.989105776961895026e+04,4.108673563034513450e+02,-7.485592664377770689e+01,-8.889892901806808823e+01,4.877498358750574248e+00,-8.162576457373613492e+06,-2.989987183617116671e+02,1.964209551069410052e+06,4.171137038444742757e+03,-5.485877668844331367e+01,-3.169501273351264672e+02,-1.003006966442561776e+02,-1.775513120710861870e+02,1.142888520651718602e+06,-3.849117623640231045e+01,3.575795100485316361e+05
-4.046226623589819354e-02,1.078649922645006200e+03,9.117023196007809638e-01,-3.506685703614596111e-02,-2.654840054820480355e-01,-5.857312959025954280e-01,1.909318993426315503e+00,4.654293535289529160e+00,-2.610298867279280399e-01,2.203779506131926610e+04,-1.881956186795173926e+04,6.239046191967993764e+03,-1.631524247664841641e+04,-1.317128173605581396e+05,-9.672391074779823628e-02,9.679002055589083966e+02,-7.967973323120584261e+00,-6.794686205390701070e+04,3.085256598201892575e-01,-3.451149528384916721e+03,4.962280801840017375e+03,1.012986047401261603e+05,-8.807129794543379830e+03,-2.978347330711208633e+04,1.007634745529468190e-01,-9.541077126523217657e+02,2.028696285257034049e+01,4.404373794483328675e+04,1.571527453038759070e-01,-1.878933584220887042e+03,5.255887765341902559e+04,-1.986726614176012248e-02,-3.314711775620737626e+02,-6.777013619947572565e+00,-7.283213848684775282e-01,-1.399662276402660277e+00,-5.635767773294635824e-02,3.220008549768307785e+04,-3.685027798787029685e+00,4.171137038445591315e+03,1.679676919197257519e+02,-4.423708712723056768e-01,5.992600542431774091e-01,-1.139545522241426495e-01,5.014892848769545441e-01,-1.954652795575331993e+03,-9.502444511889480971e-03,-3.013610572612165583e+02
-2.503264679211226161e-03,1.847781943498050339e+01,7.150175926700921229e-04,-2.682663852917054406e-02,-6.138501881828991973e-03,-8.898381133533708742e-03,-1.980643491146603929e-02,1.791236869593603731e-01,3.218272250851286764e-02,2.452672357666478149e+02,1.944795212231795176e+02,-1.377864514713681501e+03,-7.493828093529731404e+01,3.027549647261629161e+03,1.276673255717588685e-03,-5.235138403639926707e+01,1.083737029730782037e-01,2.096134180510430269e+03,1.964807173587037378e-03,-3.682375064589733427e+01,1.508278230792970589e+03,1.443593853597048110e+03,4.912980494194252969e+03,1.930291863473785725e+03,8.330536502492545551e-04,-2.397584910901498390e+00,-6.961435788297934413e-02,8.603389374530668476e+01,1.898605397410415381e-03,-2.629445096900857237e+01,9.518946108982321448e+02,7.041878632405333509e-03,-2.421681385767455197e+01,-2.848528225267800765e-02,1.021366451395616659e-02,1.525171985381609287e-02,-9.201035485874826470e-04,1.029071887762810775e+03,1.099195660481313251e-02,-5.485877668843676247e+01,-4.423708712722754788e-01,4.320179489762204089e-02,1.916534426833655866e-02,1.231301081204600953e-02,1.960470621448877696e-02,-7.101746542599333623e+01,5.838086248456424848e-03,-1.788362890824575047e+01
