O $a$ ,O $b$ ,O O ,O Al ,O Mg ,O S ,O Si ,O Th ,O U ,Fe CaO ,Fe KO0.5 ,Fe Ssil ,Fe SiO2 ,Fe ThO2 ,Al $a$ ,Al $b$ ,Al Al ,Al SiO2 ,Ca $a$ ,Ca $b$ ,Ca Ssil ,Ca SiO2 ,Ca ThO2 ,Ca UO ,K $a$ ,K $b$ ,K K ,K SiO2 ,Mg $a$ ,Mg $b$ ,Mg SiO2 ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S U ,S SiO2 ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,U $a$ ,U $b$
-3.099525330639863602e-02,8.259022369886970250e-02,2.953034053282364846e-02,-5.021701773834411422e-03,1.790889653444541554e-02,-6.737111439881740028e-03,-1.391455083981701056e-02,-5.046547433917963899e-02,-1.271644660172272651e-02,5.177037201106059472e-01,-8.131485860643927754e-02,8.507519410637930102e-02,-6.322191962711574964e-02,1.476130658717599298e-01,-2.638424385439176387e-02,9.939083705025877555e-03,-5.436606806105805448e-03,1.401117677817995399e-01,2.081404784395174956e-01,-4.643605624566432000e-01,1.000000000000000000e+00,5.493199052519956993e-01,2.682369490126961242e-01,2.952849684128606156e-01,9.427367307595142798e-02,3.145331806869228197e-02,4.283697317403439841e-02,-1.718225616492235000e-02,-3.385417649893317227e-02,4.454220015334019872e-02,1.504175641899582472e-01,1.574070223150265402e-01,-2.992361346982740367e-01,-1.633641736714645798e-01,1.954444822376820434e-01,-1.438025633782366863e-01,3.450817145444729298e-03,2.656867385704814732e-01,2.380416517467396492e-02,-1.490155790831513560e-01,3.316248738421029556e-03,6.285056792145606031e-02,-8.487096024724168075e-02,-2.346618492376571080e-02,-5.603894952353236786e-02,2.055530607396827136e-02,-2.254175690084047820e-02,7.932513996975554607e-03
-4.402894372065697774e-03,1.033064814500644080e-01,7.596727032672932756e-02,-5.226247196122245885e-03,2.383616989223692750e-02,3.466350131836513915e-02,-2.235663630489035172e-02,-3.757752494176330033e-02,-7.508831920381642093e-03,9.039835716330546500e-01,6.444744202777905051e-02,-1.155579337077134727e-01,-8.852306428202506849e-02,1.317495967961208325e-01,-7.463481040829589297e-02,8.904543789692447031e-02,-1.826450470042959018e-02,1.141180834128814048e-01,4.039679280990603472e-01,-8.419698883337349837e-01,5.493199052520087999e-01,1.000000000000000000e+00,4.668300003280795862e-01,4.784252883231805975e-01,1.170823962120044470e-01,-1.779024562522860398e-01,5.212131386861640348e-02,2.359228240573976731e-01,-7.737208714315800540e-02,9.468699787246633026e-02,2.862262086340249256e-01,5.613654444363962333e-03,3.027798393650510747e-02,5.216848871409225869e-04,-1.673647892828766803e-02,4.696257103712096065e-02,-1.143104266173316716e-03,7.257657779639775653e-02,1.528924536156564887e-02,-2.435358777273252950e-01,4.772053136397158557e-02,4.240419407239579691e-02,-2.500582874604014710e-02,1.968848058513981286e-02,-2.943569066737024981e-02,-1.983858362493794505e-02,-3.181187138891822448e-04,-1.906941425431393777e-02
2.173158775258970596e-02,-2.707397627791368472e-02,3.731466500682247694e-02,1.290366543982409374e-02,1.692360314255566406e-02,1.663313976490562313e-02,-2.212464375460539839e-02,3.303690872400669720e-01,-5.224229031149922424e-03,5.168378274534206618e-01,1.513537515732613636e-01,-1.675711197602403890e-01,4.916766764356685082e-02,2.648067232183119457e-01,-4.131243983564465705e-02,6.683449055477748424e-02,-9.223037602093288323e-03,9.177875753061930097e-02,1.632352507232897598e-01,-3.868946222407187441e-01,2.682369490126687017e-01,4.668300003280929644e-01,1.000000000000000222e+00,3.128704183928122662e-01,1.663695849918401387e-02,-6.676643692644407269e-02,1.829181645612460230e-02,1.372129072562865981e-01,-5.784828114445847436e-02,9.118728837675314780e-02,1.121451121391832395e-01,-4.637439253335364983e-03,5.213174117163837246e-02,2.387548917040909630e-02,-1.607846293239793140e-02,6.071109964011512511e-02,-1.045891035996385308e-03,-2.559251415496655371e-02,-1.228445703302637193e-02,-3.509120531687331956e-02,-2.616577354328663337e-03,9.101358121288337377e-02,-2.728956971513251117e-01,3.165515246995783544e-02,3.773502546692575343e-01,-4.692516551734321473e-01,-1.001439010419732153e-03,3.298045675631631254e-03
2.357917812997881168e-02,-3.148389359817550109e-02,3.111265157062584330e-02,1.477200082215567208e-02,1.949462237174911378e-02,2.177668046877329761e-02,9.932666269793382664e-04,-7.356600727713388799e-02,2.077874426650698769e-01,5.052442926399621781e-01,8.239277694934933616e-02,-6.706587387781563769e-02,3.950892651634134445e-02,2.298493277632669418e-01,-3.653468594720492985e-02,6.570540216735476502e-02,-1.026442822037505580e-02,6.966082914390402114e-02,1.884466119096364078e-01,-4.061993884942408095e-01,2.952849684128492913e-01,4.784252883231650544e-01,3.128704183927993876e-01,1.000000000000000000e+00,3.771711456189155015e-02,-3.157521984431867212e-02,2.501148768971469052e-02,8.360378302982397758e-02,-5.509774897060655541e-02,9.273141903637975580e-02,7.561340308854065662e-02,-3.784361304000154018e-03,1.810309159588506869e-02,1.482347460659787751e-02,-9.498717275497312734e-03,2.309057830246452267e-02,-1.473060474943882828e-02,1.326648765380726222e-02,-5.233194247806696210e-03,-2.727291004087072784e-02,-1.133574661401774882e-02,4.580994268281986942e-02,-9.026405924248520618e-02,-1.842500662327613836e-01,-7.512578769041021454e-02,5.128654519616397678e-02,2.661925819373195945e-01,-4.128235692136945634e-01
-9.359624253460697985e-02,1.598469196644533574e-01,-2.444735855441626873e-02,-1.707552554122399729e-02,2.262067956830861488e-03,-5.660577839525329780e-02,-6.517054135921371283e-02,-1.076694631185537605e-02,3.123411399858140938e-02,8.996168058401415868e-02,-4.684283978012335203e-01,3.508472041798045386e-03,-1.148310105108960172e-01,-7.895729107515554387e-03,1.516858373313690125e-02,-6.620799715826494736e-02,-3.217637042259874174e-03,7.238819610436721119e-02,8.516518281550647385e-02,-1.267084028819107089e-01,9.427367307596071222e-02,1.170823962119797307e-01,1.663695849915672320e-02,3.771711456187884504e-02,9.999999999999998890e-01,-3.844388316001953187e-01,2.860509852152508525e-01,-3.143811193026664341e-01,3.411019756210380283e-02,-6.902684159381393403e-02,1.179302524058317980e-01,4.075012934523309684e-03,-5.287580921190448285e-02,-2.158521716854430728e-02,-1.733730727150349649e-02,-4.336276378769833573e-02,7.464096665493674850e-03,1.073208370831738312e-01,9.729855099426398465e-03,-1.340832756897945566e-01,3.537364229603112697e-02,1.823524484196819076e-02,3.294674141631213308e-03,-4.453283643478525393e-03,-2.267170417913836125e-02,-5.132471146477933510e-03,5.997544669807899735e-03,-2.663620849009059460e-02
8.854233670810207624e-02,-2.845600413430692810e-01,-4.276585952784285605e-02,5.337534904282405929e-02,3.382716396259088237e-02,8.282419592864553870e-02,9.693025475975700078e-02,-8.437355912202883224e-02,8.314901035595071571e-03,-6.708978949126399860e-02,-3.818464112210052108e-01,4.169646764470191780e-01,3.229297712642481000e-01,2.956593526244006079e-02,2.387022495741528139e-02,6.246733723878050704e-02,-9.128378230429069415e-03,-1.030355652797665389e-01,-5.345830126029499363e-02,1.352497948930547200e-01,3.145331806866236840e-02,-1.779024562523169595e-01,-6.676643692643287331e-02,-3.157521984431194834e-02,-3.844388316001950967e-01,1.000000000000000000e+00,7.077886612776823627e-02,-6.888184104555847842e-01,-1.077949409691960139e-02,9.825835434808632973e-02,-3.010444886278346166e-01,4.657765158226621904e-02,-2.575642755756348268e-01,-4.322576303110163554e-03,5.352598184576239093e-02,-2.033696923394726075e-01,1.194287186718862373e-02,2.364115268445118323e-01,-8.044145359317375621e-02,3.842498728017637588e-01,-9.964720365460590090e-02,-1.561362296602863096e-02,-1.590366009444698914e-01,-7.653276146377840927e-02,-1.212613701218110823e-01,1.970481138271260035e-01,-4.566723520050888774e-02,1.097623782137267523e-01
7.538990665317119727e-03,-2.790798372452145664e-03,1.650551542005130462e-02,5.716225873363903025e-03,9.791960228808394701e-03,2.872709769593570495e-03,2.649125965765295864e-03,-1.094436948441820760e-02,5.838571640787749983e-03,5.337645358999958123e-02,-1.171184687115535694e-01,4.340111669704063702e-02,7.535844578017793227e-03,-4.890453515039221242e-04,1.207504213081129216e-03,4.762563203905031788e-03,-5.080966759137043286e-03,-9.115754217215473257e-03,2.965140762930410998e-02,-5.026423992419994102e-02,4.283697317403144245e-02,5.212131386860439919e-02,1.829181645611539439e-02,2.501148768970873348e-02,2.860509852152562926e-01,7.077886612776181086e-02,9.999999999999997780e-01,-1.070989848174782877e-01,3.106015885041108707e-03,-3.268702898634296382e-04,1.401028663359654355e-02,2.458591614711580237e-03,-3.225065163076145519e-02,-4.892778520813582770e-03,-7.144663006069455584e-03,-3.119172116717613963e-02,2.480067065428729137e-03,5.025814685546137195e-02,-1.763721146566221351e-02,5.132972951220827335e-03,1.636351138099047947e-02,-3.501227028012092197e-03,-1.572633669438437340e-02,-8.577156340208872201e-03,-1.585771667830189469e-02,1.641595536699054503e-02,-3.610289727417593207e-03,5.726018354535945126e-03
1.555444516862117439e-02,1.076750913298563095e-01,7.681295290611160620e-02,-3.991694899112867290e-02,-3.140689118313359784e-02,-3.830129051885920038e-02,-4.131186908428439997e-02,9.803353931537280019e-02,-2.520597988444637366e-02,1.551641453923211511e-01,7.703177846366610071e-01,-3.640076853498968590e-01,-7.017957592448295645e-02,-5.331198304391263770e-02,-5.348556705061405236e-02,1.443684933399320969e-02,7.418963227921811406e-03,1.276698591096968316e-01,4.082156200855579370e-02,-1.544610460538709262e-01,-1.718225616492002200e-02,2.359228240574137991e-01,1.372129072562779661e-01,8.360378302981889831e-02,-3.143811193026695427e-01,-6.888184104555680198e-01,-1.070989848174761228e-01,1.000000000000000222e+00,-3.262408887707019672e-02,-2.070829623814194123e-02,3.469929079134305150e-01,-4.687233625237784140e-02,2.864502152286651504e-01,1.251586435546631765e-02,-4.614239823495652759e-02,2.160924951903399893e-01,-1.733900987927032913e-02,-2.468541536566659644e-01,9.784407614544304507e-03,-2.548181645571851450e-01,8.676201707031203081e-02,1.056761617038187891e-02,1.428332812492685011e-01,7.236753597051330533e-02,1.406027815303288186e-01,-1.748761481326617795e-01,4.249987245286555859e-02,-6.066090210103013830e-02
-2.233617096813111935e-02,8.333085804706016897e-02,1.874671002778238423e-03,-1.970666806145231209e-02,2.184003106332057798e-01,-1.033073599181156751e-02,-3.376160931516551666e-02,-1.114497967156663667e-02,2.942541069857682046e-03,-1.141314744675917259e-01,-9.007057745521618308e-02,-2.149550273126782374e-02,-8.021968007684104895e-02,2.082290683096425440e-02,1.932303794575859768e-02,-6.589838373194317755e-02,4.960537263048147606e-03,5.815027959909539051e-02,-2.315866264888198633e-02,6.196959903372657730e-02,-3.385417649892725339e-02,-7.737208714315987890e-02,-5.784828114446404629e-02,-5.509774897061211346e-02,3.411019756209138221e-02,-1.077949409691771922e-02,3.106015885035178989e-03,-3.262408887706563093e-02,1.000000000000000000e+00,-9.383921121948379795e-01,8.417428390475464872e-02,1.456180321385674992e-02,-2.867084139899472167e-02,-1.398197397016791299e-02,1.021069084124458931e-02,-1.766722515107162911e-02,1.317857139288531633e-03,5.830212826353080302e-02,9.383171899881977140e-03,-9.212884678324288756e-02,2.399516951131623610e-02,1.807584227924967715e-02,-2.412153553143399787e-03,1.655803357911075305e-03,-1.115775635279657452e-02,-1.149000016585085583e-02,6.208913938586479954e-04,-1.591192472504656535e-02
6.514442066848730173e-02,-2.392150847257058233e-01,-2.672425083262500514e-02,5.542686110689339085e-02,1.453442806502233502e-02,2.709181734651633713e-02,9.103879119237621997e-02,-4.261944822666303284e-03,-8.117561056328789423e-03,1.815156047476774448e-01,1.441480763332856352e-01,1.145981659005340519e-01,2.206103726093355255e-01,-1.214307050399021301e-02,-3.198823342854934665e-02,1.588572434743615869e-01,-1.320111367033685416e-02,-1.916047153205505393e-01,2.324883274194703905e-02,-7.318147605854907756e-02,4.454220015332260169e-02,9.468699787247118749e-02,9.118728837676814969e-02,9.273141903639266215e-02,-6.902684159378143225e-02,9.825835434807005109e-02,-3.268702898496230282e-04,-2.070829623814772827e-02,-9.383921121948359811e-01,1.000000000000000000e+00,-2.779727398146000783e-01,-3.380441701985137382e-02,4.260238738203179359e-02,2.880859988475948166e-02,-1.740901578285879506e-02,1.844051384042146025e-02,-9.553806440316057460e-04,-1.313356038094861400e-01,-2.849412002197040938e-02,2.825560463370966890e-01,-7.081705666132935562e-02,-6.179488556300141017e-02,-3.656647588074039834e-02,-1.711026187245112337e-02,-1.009606479499867808e-02,7.080866340303154649e-02,-1.175403472823534010e-02,5.354437212364034082e-02
-5.511319179984777022e-02,3.991034165006296930e-01,1.185609852112484014e-01,-1.285025221172536314e-01,-4.320533375544730742e-02,-2.725702583381629102e-02,-2.087400129558336370e-01,7.926469565942806383e-02,4.223612739069879107e-02,1.485544646645825251e-01,-8.282463112829920038e-02,-2.886896167976270577e-01,-9.378996872124560624e-02,-7.869753043988507446e-02,6.713762071314564135e-04,-2.624054800829526690e-01,2.121689791224443469e-02,6.679429975659304519e-01,1.200480091525545634e-01,-2.332793860334916869e-01,1.504175641899948568e-01,2.862262086339981693e-01,1.121451121391250638e-01,7.561340308851691172e-02,1.179302524057655593e-01,-3.010444886277560128e-01,1.401028663358196667e-02,3.469929079134109196e-01,8.417428390474374078e-02,-2.779727398145849238e-01,9.999999999999998890e-01,7.553096613791621117e-02,-4.053914369148861607e-02,-5.318178431984205840e-02,1.121639800289134063e-02,-2.345396358635046166e-03,-1.767817633140784028e-03,3.612923239383570850e-01,-7.603562127596774634e-02,-5.979888741880637903e-01,1.881887032798187087e-01,2.125192707771982603e-01,1.297879206861923818e-01,5.389209007315315381e-02,9.922560621897134892e-02,-1.870485317440613582e-01,5.475308248785918513e-02,-7.744583446039454699e-02
-2.049438061371812794e-02,5.346030118415903698e-02,9.430172734635304532e-03,-5.150180271599083363e-03,-6.166288404796636986e-03,8.865795471163913366e-02,-2.034616428428920668e-02,2.541482364593639857e-03,-3.951702191336203471e-03,-1.351234496628399458e-02,-6.436027076762119992e-02,2.548431108259936392e-02,-1.866002101401000035e-02,3.770762550937824253e-02,1.387962495276835566e-02,-3.469687688425690530e-02,2.242281064721237532e-03,4.930051217847117306e-02,2.276122105284465822e-03,-4.822723959114595151e-03,1.574070223149868775e-01,5.613654444355409279e-03,-4.637439253315412194e-03,-3.784361303983336308e-03,4.075012934462281244e-03,4.657765158229455749e-02,2.458591614705319187e-03,-4.687233625235826678e-02,1.456180321382199647e-02,-3.380441701976141106e-02,7.553096613772379564e-02,1.000000000000000000e+00,-8.375606821712774375e-01,-8.116591621069860762e-01,6.132537884731465994e-01,2.031897623521816600e-03,6.382376035104483925e-03,1.650096914145310623e-01,3.454101368340253830e-02,-7.227774424786012619e-02,-3.461396224509381402e-03,7.650040310321927495e-02,-1.003156934817607711e-03,-5.091541561071424339e-03,1.510627763950306074e-03,-1.037238859816808426e-02,-9.176899206770382580e-03,6.219567149782267816e-03
1.143906654841356056e-02,-3.775805777232382060e-02,-3.598352206275419896e-03,4.882734832307039814e-03,-1.039334887876037930e-03,-8.555840183394618215e-02,-2.739593560482642132e-02,7.140631312113060458e-02,2.728163761175100149e-02,2.065662119887427123e-02,2.686854423562037297e-01,-3.642603591952183750e-01,1.720260971900927638e-02,-5.041699487514634398e-02,-2.904243310101402992e-02,5.912772102064692281e-02,-1.850577276062379288e-03,-7.204655969198558996e-02,-7.115212202993107015e-04,-1.206603711495927815e-02,-2.992361346982352899e-01,3.027798393653570799e-02,5.213174117162527876e-02,1.810309159587123601e-02,-5.287580921183238775e-02,-2.575642755756714641e-01,-3.225065163075314240e-02,2.864502152286526604e-01,-2.867084139896175152e-02,4.260238738194269820e-02,-4.053914369127369077e-02,-8.375606821713125205e-01,1.000000000000000222e+00,6.639724694073734224e-01,-5.155161916898750585e-01,3.473788791879462434e-01,-1.262587072612560320e-02,-6.112389987323167961e-01,4.136752091586795381e-04,3.810803885044668909e-02,-2.280769617115559200e-02,-1.038997812721440539e-01,1.188977890296131767e-01,7.146200005162793578e-02,9.309626252210442821e-02,-8.829061221750403310e-02,5.872288833592760604e-02,-6.238440410325239022e-02
7.103032694566231708e-02,-5.438680837833759912e-02,-3.373649491187756966e-04,-1.296851493313308859e-02,2.130429565263045229e-03,2.968769155176403385e-01,3.687476343480621671e-02,3.567145143522432085e-03,8.656436225290574382e-03,2.866256578716127809e-02,4.784930195385279916e-02,-8.688091944899854757e-02,1.667719049585293309e-02,-8.936123915047475968e-03,-5.489117842948882525e-03,3.972180741955527901e-03,5.162417871374071730e-03,2.692728397498181381e-02,1.670747224916527664e-03,-2.633072119647025117e-03,-1.633641736714353532e-01,5.216848871311847166e-04,2.387548917037924170e-02,1.482347460657308137e-02,-2.158521716849364294e-02,-4.322576303131642900e-03,-4.892778520809426372e-03,1.251586435544569352e-02,-1.398197397013474855e-02,2.880859988467599983e-02,-5.318178431967196529e-02,-8.116591621069634277e-01,6.639724694073186884e-01,1.000000000000000000e+00,-3.690162492038811526e-01,-2.396221121197059795e-02,-4.345856914621687786e-03,-1.319544667748097644e-01,3.371392661512229855e-02,2.003661178276082075e-02,-3.573897037032094937e-02,-9.366690861347502436e-03,2.398108744390350239e-02,1.784911792177543144e-02,1.075407006740421514e-02,-6.230880093982975321e-03,1.408292650922670676e-02,-1.232205783501293291e-02
-5.160262781217097444e-02,4.538552582682724851e-02,-1.168358354081922186e-02,-1.758608086465079500e-03,-2.809444443683267560e-03,4.181167876389502158e-03,-1.983884787945157033e-02,5.231002777407434655e-03,-8.998560530135455565e-03,-3.232984243057174245e-02,-4.256335274485450321e-02,6.682084209007536912e-02,-1.459756520765472833e-02,5.040154543852602698e-02,1.541862590971834410e-02,-2.888743420037202803e-02,5.292481271130052359e-03,3.308667494093289058e-02,-9.882075136718668218e-03,1.555093728928141905e-02,1.954444822376591451e-01,-1.673647892828713374e-02,-1.607846293237485957e-02,-9.498717275484049039e-03,-1.733730727153930118e-02,5.352598184577572749e-02,-7.144663006074409954e-03,-4.614239823493921505e-02,1.021069084122483775e-02,-1.740901578280620171e-02,1.121639800278090987e-02,6.132537884731497080e-01,-5.155161916898556296e-01,-3.690162492038972508e-01,9.999999999999997780e-01,7.661606389716489607e-02,3.998915137843350905e-03,1.273306274321960863e-01,6.578936854155216507e-02,-4.774713367410875209e-02,-5.023717485323216103e-02,4.392843355066860384e-02,-1.639665971457811983e-02,-1.405718640109309553e-02,7.272016690711184065e-04,-2.736136173565615563e-03,-1.505694315440908072e-02,1.286863404041053809e-02
-3.349250870731192153e-02,2.460079765271914673e-02,-1.131553524357302096e-02,1.070604787166789173e-03,-5.022129926343492541e-03,-4.678957069840050664e-02,-6.487526786373103149e-02,8.171508692847147259e-02,3.181231168793551695e-02,2.536151266049249849e-03,2.231523965668820442e-01,-4.347489333901098374e-01,-9.977023022384510706e-03,2.437517140562645707e-02,-1.107670344888913444e-02,1.348553314133908547e-02,2.923606122346503623e-03,5.768118850011457084e-04,4.391791187019385145e-03,-2.358723801200311374e-02,-1.438025633782311630e-01,4.696257103713222941e-02,6.071109964011271037e-02,2.309057830245312901e-02,-4.336276378766568823e-02,-2.033696923395008904e-01,-3.119172116717488716e-02,2.160924951903493985e-01,-1.766722515106006544e-02,1.844051384038828192e-02,-2.345396358543198629e-03,2.031897623496992707e-03,3.473788791879643401e-01,-2.396221121194163500e-02,7.661606389714946397e-02,1.000000000000000000e+00,-8.898507429561632737e-03,-5.063109333705539949e-01,1.643733456423244199e-01,-7.744838270884257803e-02,-1.318621382415670618e-01,8.959373822511300378e-02,1.361187397519190989e-01,8.361629868950606892e-02,1.076160065692590845e-01,-1.159159079992798103e-01,6.170322360225141689e-02,-7.259499812174891042e-02
2.301085082358471790e-04,-1.342159595551147997e-03,-9.939720768284566587e-04,1.710023263796562470e-03,6.007442528153423980e-04,1.228449874698307222e-03,1.274133630158406786e-03,-5.801866865511973864e-03,2.693170479408090179e-01,-1.575513634184275797e-03,-1.862291143769231189e-02,1.348460072977127749e-02,2.665926935564723668e-03,6.440358653590815344e-03,3.925453440223334971e-03,-3.340747128477785950e-03,-8.436566603576369817e-04,-4.306067155945627082e-04,8.101982894784694449e-04,2.268564501850322353e-04,3.450817145434375167e-03,-1.143104266187061581e-03,-1.045891036003801034e-03,-1.473060474944460491e-02,7.464096665549129622e-03,1.194287186718122860e-02,2.480067065434009201e-03,-1.733900987931467907e-02,1.317857139287399509e-03,-9.553806440342052292e-04,-1.767817633146485413e-03,6.382376035103177678e-03,-1.262587072612464563e-02,-4.345856914619753569e-03,3.998915137841898074e-03,-8.898507429559858115e-03,1.000000000000000000e+00,1.155496514885004898e-02,9.564892219256838132e-04,1.711782282279314523e-03,-2.138875551604160503e-03,-2.177364383039799307e-03,-8.364053609758906327e-03,3.563766716385707856e-01,-7.254960598886674161e-03,7.157094302245665257e-03,2.849954920623143928e-01,-1.675936975489470404e-01
-1.930267086792709919e-02,1.543226101346134305e-01,4.057969726748462264e-02,-5.313776284389106624e-02,-7.484314082663433981e-03,-6.927246545731006143e-03,-7.443305917587553569e-03,-9.308515995750016314e-02,-2.912906974876759009e-02,5.693331256388579203e-02,-3.543482487787454893e-01,4.627761280275211053e-01,-4.919606275295076991e-02,1.527374661445692408e-02,3.033133900794320395e-02,-1.621759619900456917e-01,1.070206089483059786e-02,3.424712755531814645e-01,5.327197073650129233e-02,-7.969329322387620762e-02,2.656867385704800855e-01,7.257657779634632544e-02,-2.559251415499723750e-02,1.326648765379995903e-02,1.073208370831058717e-01,2.364115268445630691e-01,5.025814685544938848e-02,-2.468541536566737915e-01,5.830212826351630767e-02,-1.313356038094447287e-01,3.612923239382381246e-01,1.650096914146653160e-01,-6.112389987324449159e-01,-1.319544667749402433e-01,1.273306274322744125e-01,-5.063109333705904103e-01,1.155496514885426089e-02,1.000000000000000000e+00,-4.563378590175189153e-02,-2.256208031154401661e-01,9.624760586726059663e-02,1.917964686501697213e-01,-1.480058558825064763e-01,-9.164300353568782809e-02,-1.190030349923903025e-01,8.583542646773403839e-02,-6.732826967487035019e-02,6.706640141477492045e-02
-6.364016850737456987e-02,1.643822593778997976e-01,-9.426790476503963886e-03,-3.988614177982272718e-02,-3.324348535772398208e-03,8.456139332799650354e-02,6.849278825222626654e-02,1.686793870676532928e-02,-2.030162056202758011e-03,-6.099482297698665019e-03,-2.057374218959281097e-03,-1.803354640287122834e-01,-2.839854928509572551e-01,4.297761962972516947e-02,2.080003976497495771e-02,-1.153504886570206611e-01,2.374331928665166652e-02,1.685428517617411914e-01,1.408845606978387927e-02,-2.609106779230058876e-02,2.380416517469288382e-02,1.528924536156464273e-02,-1.228445703303077639e-02,-5.233194247821638251e-03,9.729855099408667857e-03,-8.044145359319238020e-02,-1.763721146567430106e-02,9.784407614578530601e-03,9.383171899889467676e-03,-2.849412002199405713e-02,-7.603562127590546282e-02,3.454101368347266970e-02,4.136752090952206971e-04,3.371392661506032035e-02,6.578936854159411762e-02,1.643733456423112360e-01,9.564892219143089061e-04,-4.563378590170936305e-02,1.000000000000000000e+00,-6.026417154596567238e-01,-8.031777414247535107e-01,1.493853066617602254e-01,6.030102089531959308e-02,3.440528363466732048e-02,3.008507828608834520e-02,-7.679198114624824489e-02,1.361310357711511924e-02,-6.583158808421171737e-02
1.708572745972330165e-01,-6.131862177198872388e-01,-8.354357128456875448e-02,1.398068322154633614e-01,4.068051041243069682e-02,-3.428565981120804129e-03,1.418117138914178066e-01,-5.252823489506007471e-02,-7.073340265287154233e-03,-7.445907190413311727e-02,1.280176840814599704e-01,4.317735858682174577e-01,6.743810832531663690e-01,-2.458841494179986667e-02,-2.978819703682784870e-02,3.339717725755214639e-01,-3.745096252868966580e-02,-5.503115082619804976e-01,-1.243345708735809352e-01,2.282700936400574865e-01,-1.490155790831865223e-01,-2.435358777273106956e-01,-3.509120531683480870e-02,-2.727291004083857648e-02,-1.340832756897283595e-01,3.842498728017185172e-01,5.132972951248954141e-03,-2.548181645571993559e-01,-9.212884678323948751e-02,2.825560463371049602e-01,-5.979888741881225211e-01,-7.227774424807603681e-02,3.810803885066645080e-02,2.003661178295021092e-02,-4.774713367423397137e-02,-7.744838270876605590e-02,1.711782282293605392e-03,-2.256208031155625404e-01,-6.026417154596086512e-01,1.000000000000000222e+00,2.296400706853096996e-01,-1.883221112348352211e-01,-1.623934170385259446e-01,-7.363467837280941730e-02,-8.466177456879772634e-02,2.474284062032862108e-01,-4.075901607314996039e-02,1.673006598010039481e-01
-1.385460852214600094e-02,1.171759414491192475e-01,6.950862713391559033e-02,-7.325746481974660220e-04,-7.807526048365626137e-03,-2.370247381272862913e-02,1.392676795203710849e-01,1.899185216585510746e-02,-3.853437140672655303e-03,1.662417448958937102e-02,-6.050637633457252307e-02,2.419372949980037532e-02,-9.739007194529078482e-02,-8.733612173334359685e-02,-1.189310573534710889e-02,3.059538357171912373e-02,-1.891741433105826112e-02,-1.369891728361121996e-01,2.680677160905240580e-02,-4.502989236283314045e-02,3.316248738404667211e-03,4.772053136396978840e-02,-2.616577354332268960e-03,-1.133574661401122799e-02,3.537364229603287558e-02,-9.964720365458755447e-02,1.636351138099007008e-02,8.676201707029372601e-02,2.399516951130718431e-02,-7.081705666130830301e-02,1.881887032797782966e-01,-3.461396224527527911e-03,-2.280769617114063175e-02,-3.573897037030538543e-02,-5.023717485324315224e-02,-1.318621382415685050e-01,-2.138875551601829902e-03,9.624760586724498412e-02,-8.031777414247702751e-01,2.296400706853564122e-01,1.000000000000000222e+00,-1.642187528872832147e-01,3.320273436305670040e-02,-9.046720141014725353e-03,2.585866925661927523e-02,-4.576108825895281590e-02,-1.088125237088214195e-03,-1.524730864288180790e-02
-5.344570483898126306e-02,1.251614643570701235e-01,3.399103279318868055e-03,-3.494485814017622011e-02,-1.125639839623523465e-02,-2.245268231442250351e-02,-9.008243968644542854e-02,4.557519684134312549e-02,2.962393911920748954e-02,1.153648397000842096e-02,3.898768910615054567e-02,-3.331602022579663314e-01,-2.789246277679036101e-02,1.251754377056429335e-01,9.788207670348787054e-03,-1.031847389739319193e-01,1.604352514322605547e-02,2.635104849589404163e-01,1.064474204027830544e-02,-2.995898774695631914e-02,6.285056792146397064e-02,4.240419407238042032e-02,9.101358121286813596e-02,4.580994268280789289e-02,1.823524484194274237e-02,-1.561362296602007357e-02,-3.501227028018612589e-03,1.056761617039384676e-02,1.807584227924750528e-02,-6.179488556299694152e-02,2.125192707771919598e-01,7.650040310328443116e-02,-1.038997812722062958e-01,-9.366690861407268864e-03,4.392843355070513711e-02,8.959373822509375529e-02,-2.177364383036883670e-03,1.917964686501890392e-01,1.493853066617436831e-01,-1.883221112348127113e-01,-1.642187528872720292e-01,1.000000000000000222e+00,6.621206434357776449e-02,6.095168546856257613e-02,6.303283400675424586e-02,-1.036701840185247914e-01,4.168463752734372779e-02,-5.641878018417333801e-02
