O $a$ ,O $b$ ,O O ,O Al ,O Mg ,O S ,O Si ,O Th ,O U ,Fe CaO ,Fe KO0.5 ,Fe Ssil ,Fe SiO2 ,Fe ThO2 ,Al $a$ ,Al $b$ ,Al Al ,Al SiO2 ,Ca $a$ ,Ca $b$ ,Ca Ssil ,Ca SiO2 ,Ca ThO2 ,Ca UO ,K $a$ ,K $b$ ,K K ,K SiO2 ,Mg $a$ ,Mg $b$ ,Mg SiO2 ,S $a$ ,S $b$ ,S $c$ ,S S ,S Si ,S U ,S SiO2 ,Si $a$ ,Si $b$ ,Si $c$ ,Si Si ,Si Th ,Si U ,Th $a$ ,Th $b$ ,U $a$ ,U $b$
2.092657386923420793e-01,-5.732454281576351605e+03,-4.294375353248815586e+00,-1.248751152558595834e+01,-2.257721058556638027e+01,6.484369864128253447e+00,-4.232913682565713209e+00,4.838551127588862499e+01,-2.708456365703487734e+01,5.570145990587676642e+05,1.679090055791001942e+05,1.106542825853764807e+05,6.742651549613248790e+04,4.305185873191424180e+05,-2.824700611874018108e+00,7.988511214956630283e+03,-7.780769735189824132e+01,-1.907378812853372947e+05,1.059456495519092378e+00,-3.518951883851762977e+04,8.232892206343384460e+05,7.399196897007136140e+05,2.018365321285897633e+06,9.867060352942567552e+05,-1.486742084037339762e+00,-4.587999463476525307e+03,-5.036046362880661036e+02,8.060555036728830601e+04,-3.038289332275394550e+00,4.241730644448068233e+03,-1.583544589806800941e+05,1.076242237375677480e+00,-6.833570869365597900e+03,5.217484067689560590e+01,-4.875588865546907513e+00,9.302427999534572223e+00,-1.026234225315336701e+01,1.357167673897718778e+05,-1.680746284961346815e+00,7.130834099877965855e+03,4.514507253560781663e+01,6.517213668179957509e-01,1.115871681461153031e+01,-2.977126085043717119e+00,4.930291740175797521e+00,-2.231554790978980236e+04,-6.143697609763829059e-02,-7.694069122387404605e+03
